row_label_raw,row_label_full,col_0,31/12/2016,31/12/2016_1,01/01/2016,01/01/2016_1,numeric__31/12/2016,numeric__31/12/2016_1,numeric__01/01/2016,numeric__01/01/2016_1
,,,Giá gốc,Dự phòng,Giá gốc,Dự phòng,,,,
,,,VND,VND,VND,VND,,,,
Đầu tư vào Công ty liên kết,Đầu tư vào Công ty liên kết,Đầu tư vào Công ty liên kết,309.333.227.337,-,303.933.227.337,-,309333227337.0,,303933227337.0,
- Công ty TNHH Kính nổi Việt Nam (VFG),- Công ty TNHH Kính nổi Việt Nam (VFG),- Công ty TNHH Kính nổi Việt Nam (VFG),286.821.000.000,-,286.821.000.000,-,286821000000.0,,286821000000.0,
- Công ty CP Viglacera Từ Sơn,- Công ty CP Viglacera Từ Sơn,- Công ty CP Viglacera Từ Sơn,4.837.506.400,-,4.837.506.400,-,4837506400.0,,4837506400.0,
- Công ty CP Viglacera Hạ Long I,- Công ty CP Viglacera Hạ Long I,- Công ty CP Viglacera Hạ Long I,2.002.000.000,-,2.002.000.000,-,2002000000.0,,2002000000.0,
- Công ty CP Đầu tư và Xuất nhập khẩu Viglacera,- Công ty CP Đầu tư và Xuất nhập khẩu Viglacera,- Công ty CP Đầu tư và Xuất nhập khẩu Viglacera,6.789.858.320,-,6.789.858.320,-,6789858320.0,,6789858320.0,
- Công ty CP Vật liệu chịu lửa Viglacera Cầu Dương,- Công ty CP Vật liệu chịu lửa Viglacera Cầu Dương,- Công ty CP Vật liệu chịu lửa Viglacera Cầu Dương,3.482.862.617,-,3.482.862.617,-,3482862617.0,,3482862617.0,
- Công ty CP Visaho [2],- Công ty CP Visaho [2],- Công ty CP Visaho [2],5.400.000.000,-,-,-,5400000000.0,,,
Các khoản đầu tư khác,Các khoản đầu tư khác,Các khoản đầu tư khác,3.362.682.344,(1.053.204.026),5.282.682.344,(1.353.204.026),3362682344.0,-1053204026.0,5282682344.0,-1353204026.0
- Công ty CP Viglacera Hợp Thịnh,- Công ty CP Viglacera Hợp Thịnh,- Công ty CP Viglacera Hợp Thịnh,1.305.017.929,(605.000.000),1.305.017.929,(605.000.000),1305017929.0,-605000000.0,1305017929.0,-605000000.0
- Công ty CP Giấy Tây Đô,- Công ty CP Giấy Tây Đô,- Công ty CP Giấy Tây Đô,-,-,300.000.000,(300.000.000),,,300000000.0,-300000000.0
- Công ty CP Cầu Xây,- Công ty CP Cầu Xây,- Công ty CP Cầu Xây,1.184.497.242,-,1.184.497.242,-,1184497242.0,,1184497242.0,
- Công ty CP Tư vấn Xây dựng Viglacera Land,- Công ty CP Tư vấn Xây dựng Viglacera Land,- Công ty CP Tư vấn Xây dựng Viglacera Land,353.167.173,(19.690.202),353.167.173,(19.690.202),353167173.0,-19690202.0,353167173.0,-19690202.0
- Công ty CP Thủy tinh Gò Vấp,- Công ty CP Thủy tinh Gò Vấp,- Công ty CP Thủy tinh Gò Vấp,520.000.000,(428.513.824),520.000.000,(428.513.824),520000000.0,-428513824.0,520000000.0,-428513824.0
- Công ty CP Visaho [2],- Công ty CP Visaho [2],- Công ty CP Visaho [2],-,-,1.620.000.000,-,,,1620000000.0,
,,,838.558.022.907,(137.762.570.560),844.253.942.907,(152.552.380.098),838558022907.0,-137762570560.0,844253942907.0,-152552380098.0
