row_label_raw,row_label_full,col_0,Mối quan hệ,Năm 2016,Năm 2015,numeric__Mối quan hệ,numeric__Năm 2016,numeric__Năm 2015
,,,Mối quan hệ,VND,VND,,,
Mua hàng hóa dịch vụ,Mua hàng hóa dịch vụ,Mua hàng hóa dịch vụ,,255.016.778.240,72.221.111.627,,255016778240.0,72221111627.0
- Công ty CP Viglacera Thăng Long,- Công ty CP Viglacera Thăng Long,- Công ty CP Viglacera Thăng Long,Công ty con,159.297.800,107.352.000,,159297800.0,107352000.0
- Công ty CP Bao bì và Má Phanh Viglacera,- Công ty CP Bao bì và Má Phanh Viglacera,- Công ty CP Bao bì và Má Phanh Viglacera,Công ty con,-,49.588.000,,,49588000.0
- Công ty CP Viglacera Từ Liêm,- Công ty CP Viglacera Từ Liêm,- Công ty CP Viglacera Từ Liêm,Công ty con,20.000.000.000,-,,20000000000.0,
- Công ty CP Tư vấn Viglacera,- Công ty CP Tư vấn Viglacera,- Công ty CP Tư vấn Viglacera,Công ty con,3.462.254.428,3.529.595.728,,3462254428.0,3529595728.0
- Công ty CP Việt Trì Viglacera,- Công ty CP Việt Trì Viglacera,- Công ty CP Việt Trì Viglacera,Công ty con,6.854.516.420,3.563.140.000,,6854516420.0,3563140000.0
- Công ty CP Kính Viglacera Đáp Cầu,- Công ty CP Kính Viglacera Đáp Cầu,- Công ty CP Kính Viglacera Đáp Cầu,Công ty con,-,3.120.473.159,,,3120473159.0
- Công ty CP Cơ khí và Xây dựng Viglacera,- Công ty CP Cơ khí và Xây dựng Viglacera,- Công ty CP Cơ khí và Xây dựng Viglacera,Công ty con,3.668.317.273,7.697.393.154,,3668317273.0,7697393154.0
- Công ty CP Viglacera Tiên Sơn,- Công ty CP Viglacera Tiên Sơn,- Công ty CP Viglacera Tiên Sơn,Công ty con,1.243.934.091,62.899.200,,1243934091.0,62899200.0
- Công ty CP Thương mại Viglacera,- Công ty CP Thương mại Viglacera,- Công ty CP Thương mại Viglacera,Công ty con,12.152.150.126,32.868.981.708,,12152150126.0,32868981708.0
- Công ty CP Viglacera Vân Hải,- Công ty CP Viglacera Vân Hải,- Công ty CP Viglacera Vân Hải,Công ty con,111.136.363,144.543.636,,111136363.0,144543636.0
- Công ty CP Khoáng sản Viglacera,- Công ty CP Khoáng sản Viglacera,- Công ty CP Khoáng sản Viglacera,Công ty con,14.567.452.244,6.531.477.480,,14567452244.0,6531477480.0
- Công ty CP Sử Viglacera Thanh Trì,- Công ty CP Sử Viglacera Thanh Trì,- Công ty CP Sử Viglacera Thanh Trì,Công ty con,912.645.857,1.455.132.564,,912645857.0,1455132564.0
- Công ty CP Viglacera Hạ Long,- Công ty CP Viglacera Hạ Long,- Công ty CP Viglacera Hạ Long,Công ty con,50.000.000,3.270.512.422,,50000000.0,3270512422.0
- Công ty CP Viglacera Hà Nội,- Công ty CP Viglacera Hà Nội,- Công ty CP Viglacera Hà Nội,Công ty con,-,33.920.032,,,33920032.0
- Công ty CP Bê tông khí Viglacera,- Công ty CP Bê tông khí Viglacera,- Công ty CP Bê tông khí Viglacera,Công ty con,2.116.300.914,9.538.686.175,,2116300914.0,9538686175.0
- Công ty Kinh doanh Gạch Óp lát Viglacera,- Công ty Kinh doanh Gạch Óp lát Viglacera,- Công ty Kinh doanh Gạch Óp lát Viglacera,Công ty con,8.227.375.406,-,,8227375406.0,
