row_label_raw,row_label_full,col_0,Mã số,Phân loại lại > VND,Đã trình bày trên báo cáo nằm trước > VND,numeric__Mã số,numeric__Phân loại lại > VND,numeric__Đã trình bày trên báo cáo nằm trước > VND
Băng Cân đối kế toán,Băng Cân đối kế toán,Băng Cân đối kế toán,Băng Cân đối kế toán,Băng Cân đối kế toán,Băng Cân đối kế toán,,,
- Đầu tư vào công ty con,Băng Cân đối kế toán > - Đầu tư vào công ty con,- Đầu tư vào công ty con,251,535.038.033.226,532.284.776.890,251.0,535038033226.0,532284776890.0
"- Đầu tư vào công ty liên doanh, liên kết","Băng Cân đối kế toán > - Đầu tư vào công ty liên doanh, liên kết","- Đầu tư vào công ty liên doanh, liên kết",252,303.933.227.337,306.686.483.673,252.0,303933227337.0,306686483673.0
Báo cáo Kết quả kinh doanh,Báo cáo Kết quả kinh doanh,Báo cáo Kết quả kinh doanh,Báo cáo Kết quả kinh doanh,Báo cáo Kết quả kinh doanh,Báo cáo Kết quả kinh doanh,,,
- Doanh thu bán hàng và cung cấp dịch vụ,Báo cáo Kết quả kinh doanh > - Doanh thu bán hàng và cung cấp dịch vụ,- Doanh thu bán hàng và cung cấp dịch vụ,01,3.454.016.358.943,3.500.275.987.115,1.0,3454016358943.0,3500275987115.0
- Các khoản giảm trừ doanh thu,Báo cáo Kết quả kinh doanh > - Các khoản giảm trừ doanh thu,- Các khoản giảm trừ doanh thu,02,2.210.645.523,48.470.273.695,2.0,2210645523.0,48470273695.0
