row_label_raw,row_label_full,col_0,01/01/2016 > Giá trị,01/01/2016 > Số có khả năng trả nợ,Trong năm > Tăng,Trong năm > Giảm,31/12/2016 > Giá trị,31/12/2016 > Số có khả năng trả nợ,numeric__01/01/2016 > Giá trị,numeric__01/01/2016 > Số có khả năng trả nợ,numeric__Trong năm > Tăng,numeric__Trong năm > Giảm,numeric__31/12/2016 > Giá trị,numeric__31/12/2016 > Số có khả năng trả nợ
,,,VND,VND,VND,VND,VND,VND,,,,,,
a) Vay ngắn hạn,a) Vay ngắn hạn,a) Vay ngắn hạn,a) Vay ngắn hạn,a) Vay ngắn hạn,a) Vay ngắn hạn,a) Vay ngắn hạn,a) Vay ngắn hạn,a) Vay ngắn hạn,,,,,,
Vay ngắn hạn,a) Vay ngắn hạn > Vay ngắn hạn,Vay ngắn hạn,233.551.693.299,233.551.693.299,718.015.247.088,780.629.510.841,170.937.429.546,170.937.429.546,233551693299.0,233551693299.0,718015247088.0,780629510841.0,170937429546.0,170937429546.0
Vay và nợ dài hạn đến hạn trả,a) Vay ngắn hạn > Vay và nợ dài hạn đến hạn trả,Vay và nợ dài hạn đến hạn trả,397.707.193.057,397.707.193.057,183.625.464.968,388.805.054.055,192.527.603.970,192.527.603.970,397707193057.0,397707193057.0,183625464968.0,388805054055.0,192527603970.0,192527603970.0
,,,631.258.886.356,631.258.886.356,901.640.712.056,1.169.434.564.896,363.465.033.516,363.465.033.516,631258886356.0,631258886356.0,901640712056.0,1169434564896.0,363465033516.0,363465033516.0
b) Vay dài hạn,b) Vay dài hạn,b) Vay dài hạn,b) Vay dài hạn,b) Vay dài hạn,b) Vay dài hạn,b) Vay dài hạn,b) Vay dài hạn,b) Vay dài hạn,,,,,,
Vay dài hạn,b) Vay dài hạn > Vay dài hạn,Vay dài hạn,711.730.569.267,711.730.569.267,493.761.169.566,437.134.504.740,768.357.234.093,768.357.234.093,711730569267.0,711730569267.0,493761169566.0,437134504740.0,768357234093.0,768357234093.0
Nợ thuê tài chính dài hạn,b) Vay dài hạn > Nợ thuê tài chính dài hạn,Nợ thuê tài chính dài hạn,3.655.968.147,3.655.968.147,5.044.606.753,3.025.133.936,5.675.440.964,5.675.440.964,3655968147.0,3655968147.0,5044606753.0,3025133936.0,5675440964.0,5675440964.0
,,,715.386.537.414,715.386.537.414,498.805.776.319,440.159.638.676,774.032.675.057,774.032.675.057,715386537414.0,715386537414.0,498805776319.0,440159638676.0,774032675057.0,774032675057.0
Khoản đến hạn trả trong vòng 12 tháng,b) Vay dài hạn > Khoản đến hạn trả trong vòng 12 tháng,Khoản đến hạn trả trong vòng 12 tháng,(397.707.193.057),(397.707.193.057),(183.625.464.968),(388.805.054.055),(192.527.603.970),(192.527.603.970),-397707193057.0,-397707193057.0,-183625464968.0,-388805054055.0,-192527603970.0,-192527603970.0
Khoản đến hạn trả sau 12 tháng,b) Vay dài hạn > Khoản đến hạn trả sau 12 tháng,Khoản đến hạn trả sau 12 tháng,317.679.344.357,317.679.344.357,,,581.505.071.087,581.505.071.087,317679344357.0,317679344357.0,,,581505071087.0,581505071087.0
