row_label_raw,row_label_full,Másố,CHỈ TIÊU,Thuyếtminh,Năm 2016 > VND,Năm 2015 > VND,numeric__CHỈ TIÊU,numeric__Thuyếtminh,numeric__Năm 2016 > VND,numeric__Năm 2015 > VND
I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,,,,
01,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 01,01,Lợi nhuận trước thuế,,440.892.469.005,245.871.241.150,,,440892469005.0,245871241150.0
01,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 01,01,Điều chỉnh cho các khoản,,202.187.126.400,374.588.274.561,,,202187126400.0,374588274561.0
02,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 02,02,- Khấu hao tài sản cố định và Bất động sản đầu tư,,217.044.980.910,219.116.381.740,,,217044980910.0,219116381740.0
03,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 03,03,- Các khoản dự phòng,,1.611.377.619,176.321.199.025,,,1611377619.0,176321199025.0
04,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 04,04,"- Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lạicác khoản mục tiền tệ có gốc ngoại tệ",,(207.084.657),(2.132.942.520),,,-207084657.0,-2132942520.0
05,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 05,05,"- Lãi, lỗ từ hoạt động đầu tư",,(101.792.956.633),(52.728.711.052),,,-101792956633.0,-52728711052.0
06,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 06,06,- Chi phí lãi vay,,37.530.809.161,46.043.140.283,,,37530809161.0,46043140283.0
07,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 07,07,- Các khoản điều chỉnh khác,,48.000.000.000,(12.030.792.915),,,48000000000.0,-12030792915.0
08,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 08,08,Lợi nhuận từ hoạt động kinh doanh trướcthay đổi vốn lưu động,,643.079.595.405,620.459.515.711,,,643079595405.0,620459515711.0
09,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 09,09,"- Tăng, giảm các khoản phải thu",,168.546.717.776,(73.425.148.274),,,168546717776.0,-73425148274.0
10,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 10,10,"- Tăng, giảm hàng tồn kho",,(169.059.103.929),1.038.222.870.312,,,-169059103929.0,1038222870312.0
11,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 11,11,"- Tăng, giảm các khoản phải trả (không kể lãi vayphải trả, thuế thu nhập doanh nghiệp phải nộp)",,75.487.490.919,(894.575.820.331),,,75487490919.0,-894575820331.0
12,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 12,12,"- Tăng, giảm chi phí trả trước",,42.679.760.413,54.313.743.084,,,42679760413.0,54313743084.0
14,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 14,14,- Tiền lãi vay đã trả,,(38.810.410.302),(63.519.782.359),,,-38810410302.0,-63519782359.0
15,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 15,15,- Thuế thu nhập doanh nghiệp đã nộp,,(90.700.117.564),(78.345.328.328),,,-90700117564.0,-78345328328.0
16,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 16,16,- Tiền thu khác từ hoạt động kinh doanh,,31.837.344.500,73.893.790.000,,,31837344500.0,73893790000.0
17,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 17,17,- Tiền chi khác cho hoạt động kinh doanh,,(14.226.687.432),(31.124.654.224),,,-14226687432.0,-31124654224.0
20,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 20,20,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,648.834.589.786,645.899.185.591,,,648834589786.0,645899185591.0
II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TỪ,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TỪ,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TỪ,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TỪ,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TỪ,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TỪ,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TỪ,,,,
21,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TỪ > 21,21,"Tiền chi đề mua sắm, xây dựng tài sản cố địnhvà tài sản dài hạn khác",,(950.173.586.241),(513.082.944.691),,,-950173586241.0,-513082944691.0
22,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TỪ > 22,22,"Tiền thu từ thanh lý, nhượng bán tài sản cốđịnh và các tài sản dài hạn khác",,125.384.546,8.886.363.636,,,125384546.0,8886363636.0
24,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TỪ > 24,24,"Tiền thu hồi cho vay, bán lại công cụ nợ củadơn vị khác",,58.530.395,83.118.699,,,58530395.0,83118699.0
