row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,31/12/2016 > VND,01/01/2016 > VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__31/12/2016 > VND,numeric__01/01/2016 > VND
100,100,100,A. TÀI SẢN NGẤN HẠN,,3.852.488.603.422,3.658.545.083.576,,,3852488603422.0,3658545083576.0
110,110,110,I. Tiền và các khoản tương đương tiền,3,757.110.607.148,528.606.364.525,,3.0,757110607148.0,528606364525.0
111,111,111,1. Tiền,,289.560.720.251,268.338.789.544,,,289560720251.0,268338789544.0
112,112,112,2. Các khoản tương đương tiền,,467.549.886.897,260.267.574.981,,,467549886897.0,260267574981.0
120,120,120,II. Các khoản đầu tư tài chính ngắn hạn,4,-,58.530.395,,4.0,,58530395.0
123,123,123,1. Đầu tư nắm giữ đến ngày đáo hạn,,-,58.530.395,,,,58530395.0
130,130,130,III. Các khoản phải thu ngắn hạn,,1.147.960.869.549,1.268.784.650.801,,,1147960869549.0,1268784650801.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,5,819.287.983.786,970.491.645.816,,5.0,819287983786.0,970491645816.0
132,132,132,2. Trả trước cho người bán ngắn hạn,6,96.565.041.885,110.874.178.721,,6.0,96565041885.0,110874178721.0
135,135,135,3. Phải thu về cho vay ngắn hạn,7,15.332.200.216,15.332.200.216,,7.0,15332200216.0,15332200216.0
136,136,136,4. Phải thu ngắn hạn khác,8,225.531.882.383,177.198.080.118,,8.0,225531882383.0,177198080118.0
137,137,137,5. Dự phòng phải thu ngắn hạn khó đòi,,(8.756.238.721),(5.111.454.070),,,-8756238721.0,-5111454070.0
140,140,140,IV. Hàng tồn kho,10,1.860.733.367.610,1.773.732.771.077,,10.0,1860733367610.0,1773732771077.0
141,141,141,1. Hàng tồn kho,,1.864.231.648.098,1.776.790.971.368,,,1864231648098.0,1776790971368.0
149,149,149,2. Dự phòng giảm giá hàng tồn kho,,(3.498.280.488),(3.058.200.291),,,-3498280488.0,-3058200291.0
150,150,150,V. Tài sản ngắn hạn khác,,86.683.759.115,87.362.766.778,,,86683759115.0,87362766778.0
151,151,151,1. Chi phí trả trước ngắn hạn,11,5.993.925.817,4.367.904.915,,11.0,5993925817.0,4367904915.0
152,152,152,2. Thuế GTGT được khấu trừ,,74.868.746.458,51.483.415.353,,,74868746458.0,51483415353.0
153,153,153,3. Thuế và các khoản khác phải thu Nhà nước,19,5.821.086.840,31.511.446.510,,19.0,5821086840.0,31511446510.0
