row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2016 > VND,Năm 2015 > VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2016 > VND,numeric__Năm 2015 > VND
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,28,3.191.857.118.653,3.454.016.358.943,,28.0,3191857118653.0,3454016358943.0
02,02,02,2. Các khoản giảm trừ doanh thu,29,4.372.477.480,2.210.645.523,,29.0,4372477480.0,2210645523.0
10,10,10,3. Doanh thu thuần bán hàng và cung cấp dịch vụ,,3.187.484.641.173,3.451.805.713.420,,,3187484641173.0,3451805713420.0
11,11,11,4. Giá vốn hàng bán,30,2.454.487.432.280,2.791.695.410.821,,30.0,2454487432280.0,2791695410821.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp,,732.997.208.893,660.110.302.599,,,732997208893.0,660110302599.0
21,21,21,6. Doanh thu hoạt động tài chính,31,105.494.801.941,58.029.395.148,,31.0,105494801941.0,58029395148.0
22,22,22,7. Chi phí tài chính,32,24.754.550.605,101.249.975.184,,32.0,24754550605.0,101249975184.0
23,23,23,Trong đó: Chi phí lãi vay,,37.530.809.161,46.043.140.283,,,37530809161.0,46043140283.0
25,25,25,8. Chi phí bán hàng,33,115.354.139.948,119.489.644.587,,33.0,115354139948.0,119489644587.0
26,26,26,9. Chi phí quản lý doanh nghiệp,34,255.947.003.225,203.911.741.002,,34.0,255947003225.0,203911741002.0
30,30,30,10. Lợi nhuận thuần từ hoạt động kinh doanh,,442.436.317.056,293.488.336.974,,,442436317056.0,293488336974.0
31,31,31,11. Thu nhập khác,35,35.496.900.943,45.490.705.627,,35.0,35496900943.0,45490705627.0
32,32,32,12. Chi phí khác,36,37.040.748.994,93.107.801.451,,36.0,37040748994.0,93107801451.0
40,40,40,13. Lợi nhuận khác,,(1.543.848.051),(47.617.095.824),,,-1543848051.0,-47617095824.0
50,50,50,14. Tổng lợi nhuận kế toán trước thuế,,440.892.469.005,245.871.241.150,,,440892469005.0,245871241150.0
51,51,51,15. Chi phí thuế thu nhập doanh nghiệp hiện hành,37,77.858.464.529,64.978.958.930,,37.0,77858464529.0,64978958930.0
60,60,60,16. Lợi nhuận sau thuế thu nhập doanh nghiệp,,363.034.004.476,180.892.282.220,,,363034004476.0,180892282220.0
