row_label_raw,row_label_full,col_0,Mối quan hệ,31/12/2016,01/01/2016,numeric__Mối quan hệ,numeric__31/12/2016,numeric__01/01/2016
- Công ty CP Bê tông khí Viglacera,- Công ty CP Bê tông khí Viglacera,- Công ty CP Bê tông khí Viglacera,Công ty con,-,1.703.572.561,,,1703572561.0
- Công ty CP Kinh doanh Gạch Óp Lát,- Công ty CP Kinh doanh Gạch Óp Lát,- Công ty CP Kinh doanh Gạch Óp Lát,Công ty con,6.587.843.085,-,,6587843085.0,
- Công ty TNHH MTV Thương Mại Hạ Long,- Công ty TNHH MTV Thương Mại Hạ Long,- Công ty TNHH MTV Thương Mại Hạ Long,Công ty con,43.693.980,-,,43693980.0,
- Công ty CP Viglacera Từ Sơn,- Công ty CP Viglacera Từ Sơn,- Công ty CP Viglacera Từ Sơn,Công ty liên kết,-,134.112.000,,,134112000.0
- Công ty CP Vinafacade,- Công ty CP Vinafacade,- Công ty CP Vinafacade,Công ty liên kết,2.270.793.605,3.203.931.695,,2270793605.0,3203931695.0
- Công ty CP Visaho,- Công ty CP Visaho,- Công ty CP Visaho,Đầu tư khác,-,1.320.000.000,,,1320000000.0
Phải thu về cho vay,Phải thu về cho vay,Phải thu về cho vay,,15.332.200.216,-,,15332200216.0,
- Công ty CP Bê tông khí Viglacera,- Công ty CP Bê tông khí Viglacera,- Công ty CP Bê tông khí Viglacera,Công ty con,14.883.443.469,-,,14883443469.0,
- Công ty CP Cơ khí và Xây dựng Viglacera,- Công ty CP Cơ khí và Xây dựng Viglacera,- Công ty CP Cơ khí và Xây dựng Viglacera,Công ty con,448.756.747,-,,448756747.0,
Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,,30.479.348.284,-,,30479348284.0,
- Công ty CP Cơ khí và Xây dựng Viglacera,- Công ty CP Cơ khí và Xây dựng Viglacera,- Công ty CP Cơ khí và Xây dựng Viglacera,Công ty con,27.737.741.983,-,,27737741983.0,
- Công ty CP Tư vấn Viglacera,- Công ty CP Tư vấn Viglacera,- Công ty CP Tư vấn Viglacera,Công ty con,1.077.884.100,-,,1077884100.0,
- Công ty TNHH MTV Lắp dựng kính Viglacera,- Công ty TNHH MTV Lắp dựng kính Viglacera,- Công ty TNHH MTV Lắp dựng kính Viglacera,Công ty con,1.663.722.201,-,,1663722201.0,
Người mua trả tiền trước,Người mua trả tiền trước,Người mua trả tiền trước,,4.843.085.247,4.806.014.842,,4843085247.0,4806014842.0
- Công ty CP Kinh doanh Gạch Óp lát Viglacera,- Công ty CP Kinh doanh Gạch Óp lát Viglacera,- Công ty CP Kinh doanh Gạch Óp lát Viglacera,Công ty con,7.952.405,-,,7952405.0,
- Công ty CP Viglacera Hà Nội,- Công ty CP Viglacera Hà Nội,- Công ty CP Viglacera Hà Nội,Công ty con,26.720.000,-,,26720000.0,
- Công ty CP Viglacera Thăng Long,- Công ty CP Viglacera Thăng Long,- Công ty CP Viglacera Thăng Long,Công ty con,2.398.000,-,,2398000.0,
- Công ty Cổ phần Kính Viglacera Đáp Cầu,- Công ty Cổ phần Kính Viglacera Đáp Cầu,- Công ty Cổ phần Kính Viglacera Đáp Cầu,Công ty con,4.806.014.842,4.806.014.842,,4806014842.0,4806014842.0
Phải thu khác,Phải thu khác,Phải thu khác,,6.603.000.000,-,,6603000000.0,
- Công ty CP Cơ khí và Xây dựng Viglacera,- Công ty CP Cơ khí và Xây dựng Viglacera,- Công ty CP Cơ khí và Xây dựng Viglacera,Công ty con,5.000.000.000,-,,5000000000.0,
- Công ty TNHH MTV Lắp dựng kính Viglacera,- Công ty TNHH MTV Lắp dựng kính Viglacera,- Công ty TNHH MTV Lắp dựng kính Viglacera,Công ty con,1.603.000.000,-,,1603000000.0,
Giao dịch với các bên liên quan khác như sau:,Giao dịch với các bên liên quan khác như sau:,Giao dịch với các bên liên quan khác như sau:,,,,,,
,,,,Năm 2016,Năm 2015,,,
,,,,VND,VND,,,
Thu nhập của Ban Tổng Giám đốc và HĐQT,Giao dịch với các bên liên quan khác như sau: > Thu nhập của Ban Tổng Giám đốc và HĐQT,Thu nhập của Ban Tổng Giám đốc và HĐQT,,4.843.586.176,4.879.310.640,,4843586176.0,4879310640.0
