row_label_raw,row_label_full,31/12/2016,31/12/2016_1,01/01/2016,01/01/2016_1,numeric__31/12/2016_1,numeric__01/01/2016,numeric__01/01/2016_1
Giá gốc,Giá gốc,Giá gốc,Dự phòng,Giá gốc,Dự phòng,,,
VND,VND,VND,VND,VND,VND,,,
525.862.113.226,VND > 525.862.113.226,525.862.113.226,(136.709.366.534),535.038.033.226,(151.199.176.072),-136709366534.0,535038033226.0,-151199176072.0
21.420.000.000,VND > 21.420.000.000,21.420.000.000,(539.891.795),21.420.000.000,(17.517.549.371),-539891795.0,21420000000.0,-17517549371.0
6.553.719.948,VND > 6.553.719.948,6.553.719.948,-,6.553.719.948,-,,6553719948.0,
4.349.543.500,VND > 4.349.543.500,4.349.543.500,(4.349.543.500),4.349.543.500,(4.349.543.500),-4349543500.0,4349543500.0,-4349543500.0
22.876.640.252,VND > 22.876.640.252,22.876.640.252,(21.407.814.004),22.876.640.252,(8.737.500.000),-21407814004.0,22876640252.0,-8737500000.0
3.895.380.000,VND > 3.895.380.000,3.895.380.000,-,3.895.380.000,-,,3895380000.0,
2.823.344.712,VND > 2.823.344.712,2.823.344.712,-,2.823.344.712,-,,2823344712.0,
11.482.163.861,VND > 11.482.163.861,11.482.163.861,-,11.482.163.862,-,,11482163862.0,
62.220.000.000,VND > 62.220.000.000,62.220.000.000,(62.220.000.000),62.220.000.000,(62.220.000.000),-62220000000.0,62220000000.0,-62220000000.0
3.570.000.000,VND > 3.570.000.000,3.570.000.000,(3.570.000.000),3.570.000.000,(3.570.000.000),-3570000000.0,3570000000.0,-3570000000.0
5.246.606.312,VND > 5.246.606.312,5.246.606.312,(4.053.668.797),5.246.606.312,(3.825.000.000),-4053668797.0,5246606312.0,-3825000000.0
66.748.800.000,VND > 66.748.800.000,66.748.800.000,-,66.748.800.000,-,,66748800000.0,
22.171.173.381,VND > 22.171.173.381,22.171.173.381,-,22.171.173.381,-,,22171173381.0,
13.550.721.563,VND > 13.550.721.563,13.550.721.563,-,13.550.721.562,-,,13550721562.0,
7.447.460.436,VND > 7.447.460.436,7.447.460.436,-,7.447.460.436,-,,7447460436.0,
11.565.708.925,VND > 11.565.708.925,11.565.708.925,-,11.565.708.925,-,,11565708925.0,
180.707.594.000,VND > 180.707.594.000,180.707.594.000,-,180.707.594.000,-,,180707594000.0,
14.280.000.000,VND > 14.280.000.000,14.280.000.000,-,14.280.000.000,(6.351.338.297),,14280000000.0,-6351338297.0
62.200.000.000,VND > 62.200.000.000,62.200.000.000,(40.568.448.438),62.200.000.000,(35.452.324.904),-40568448438.0,62200000000.0,-35452324904.0
2.753.256.336,VND > 2.753.256.336,2.753.256.336,-,2.753.256.336,-,,2753256336.0,
-,VND > -,-,-,9.175.920.000,(9.175.920.000),,9175920000.0,-9175920000.0
