row_label_raw,row_label_full,31/12/2016 > Giá trị,31/12/2016 > Số có khả năng trả nợ,01/01/2016 > Giá trị,01/01/2016 > Số có khả năng trả nợ,numeric__31/12/2016 > Số có khả năng trả nợ,numeric__01/01/2016 > Giá trị,numeric__01/01/2016 > Số có khả năng trả nợ
VND,VND,VND,VND,VND,VND,,,
1.766.099.427,VND > 1.766.099.427,1.766.099.427,1.766.099.427,1.355.553.797,1.355.553.797,1766099427.0,1355553797.0,1355553797.0
-,VND > -,-,-,9.633.785.849,9.633.785.849,,9633785849.0,9633785849.0
-,VND > -,-,-,19.127.608.408,19.127.608.408,,19127608408.0,19127608408.0
14.826.087.426,VND > 14.826.087.426,14.826.087.426,14.826.087.426,13.932.573.806,13.932.573.806,14826087426.0,13932573806.0,13932573806.0
-,VND > -,-,-,13.056.645.823,13.056.645.823,,13056645823.0,13056645823.0
-,VND > -,-,-,5.164.590.311,5.164.590.311,,5164590311.0,5164590311.0
4.067.765.000,VND > 4.067.765.000,4.067.765.000,4.067.765.000,5.518.329.000,5.518.329.000,4067765000.0,5518329000.0,5518329000.0
3.999.500.000,VND > 3.999.500.000,3.999.500.000,3.999.500.000,4.255.802.172,4.255.802.172,3999500000.0,4255802172.0,4255802172.0
3.339.331.024,VND > 3.339.331.024,3.339.331.024,3.339.331.024,5.102.100.505,5.102.100.505,3339331024.0,5102100505.0,5102100505.0
4.610.868.699,VND > 4.610.868.699,4.610.868.699,4.610.868.699,6.356.868.699,6.356.868.699,4610868699.0,6356868699.0,6356868699.0
4.544.862.689,VND > 4.544.862.689,4.544.862.689,4.544.862.689,542.671.432,542.671.432,4544862689.0,542671432.0,542671432.0
8.518.216.804,VND > 8.518.216.804,8.518.216.804,8.518.216.804,12.865.426.575,12.865.426.575,8518216804.0,12865426575.0,12865426575.0
3.647.850.553,VND > 3.647.850.553,3.647.850.553,3.647.850.553,10.098.155.553,10.098.155.553,3647850553.0,10098155553.0,10098155553.0
-,VND > -,-,-,4.622.539.612,4.622.539.612,,4622539612.0,4622539612.0
21.210.775.925,VND > 21.210.775.925,21.210.775.925,21.210.775.925,-,-,21210775925.0,,
5.137.361.750,VND > 5.137.361.750,5.137.361.750,5.137.361.750,-,-,5137361750.0,,
435.517.460.141,VND > 435.517.460.141,435.517.460.141,435.517.460.141,367.901.853.709,367.901.853.709,435517460141.0,367901853709.0,367901853709.0
511.186.179.438,VND > 511.186.179.438,511.186.179.438,511.186.179.438,479.534.505.251,479.534.505.251,511186179438.0,479534505251.0,479534505251.0
28.772.990.418,VND > 28.772.990.418,28.772.990.418,28.772.990.418,30.779.010.772,30.779.010.772,28772990418.0,30779010772.0,30779010772.0
