row_label_raw,row_label_full,col_0,Giá trị sổ kế toán > 31/12/2016,Giá trị sổ kế toán > 01/01/2016,numeric__Giá trị sổ kế toán > 31/12/2016,numeric__Giá trị sổ kế toán > 01/01/2016
,,,VND,VND,,
Nợ phải trả tài chính,Nợ phải trả tài chính,Nợ phải trả tài chính,Nợ phải trả tài chính,Nợ phải trả tài chính,,
Vay và nợ,Nợ phải trả tài chính > Vay và nợ,Vay và nợ,944.970.104.603,948.938.230.713,944970104603.0,948938230713.0
"Phải trả người bán, phải trả khác","Nợ phải trả tài chính > Phải trả người bán, phải trả khác","Phải trả người bán, phải trả khác",800.684.918.079,831.840.147.734,800684918079.0,831840147734.0
Chi phí phải trả,Nợ phải trả tài chính > Chi phí phải trả,Chi phí phải trả,629.814.694.282,496.903.859.713,629814694282.0,496903859713.0
,,,2.375.469.716.964,2.277.682.238.160,2375469716964.0,2277682238160.0
