row_label_raw,row_label_full,col_0,Mối quan hệ,Năm 2016,Năm 2015,numeric__Mối quan hệ,numeric__Năm 2016,numeric__Năm 2015
,,,Mối quan hệ,VND,VND,,,
Doanh thu bán hàng,Doanh thu bán hàng,Doanh thu bán hàng,Doanh thu bán hàng,365.797.246.466,157.107.192.994,,365797246466.0,157107192994.0
- Công ty CP Viglacera Thăng Long,- Công ty CP Viglacera Thăng Long,- Công ty CP Viglacera Thăng Long,Công ty con,1.549.058.000,-,,1549058000.0,
- Công ty CP Bao bì và Má Phanh Viglacera,- Công ty CP Bao bì và Má Phanh Viglacera,- Công ty CP Bao bì và Má Phanh Viglacera,Công ty con,20.188.000,4.892.000,,20188000.0,4892000.0
- Công ty CP Viglacera Đông Anh,- Công ty CP Viglacera Đông Anh,- Công ty CP Viglacera Đông Anh,Công ty con,-,12.500.000,,,12500000.0
- Công ty CP Tư vấn Viglacera,- Công ty CP Tư vấn Viglacera,- Công ty CP Tư vấn Viglacera,Công ty con,640.241.920,362.077.167,,640241920.0,362077167.0
- Công ty CP Việt Trì Viglacera,- Công ty CP Việt Trì Viglacera,- Công ty CP Việt Trì Viglacera,Công ty con,476.042.000,229.556.000,,476042000.0,229556000.0
- Công ty CP Kính Viglacera Đáp Cầu,- Công ty CP Kính Viglacera Đáp Cầu,- Công ty CP Kính Viglacera Đáp Cầu,Công ty con,551.401.539,2.548.289.986,,551401539.0,2548289986.0
- Công ty CP Cơ khí và Xây dựng Viglacera,- Công ty CP Cơ khí và Xây dựng Viglacera,- Công ty CP Cơ khí và Xây dựng Viglacera,Công ty con,204.836.800,-,,204836800.0,
- Công ty CP Viglacera Hữu Hưng,- Công ty CP Viglacera Hữu Hưng,- Công ty CP Viglacera Hữu Hưng,Công ty con,249.034.000,107.379.000,,249034000.0,107379000.0
- Công ty CP Viglacera Tiên Sơn,- Công ty CP Viglacera Tiên Sơn,- Công ty CP Viglacera Tiên Sơn,Công ty con,4.167.845.965,2.133.062.356,,4167845965.0,2133062356.0
- Công ty CP Thương mại Viglacera,- Công ty CP Thương mại Viglacera,- Công ty CP Thương mại Viglacera,Công ty con,342.583.919.954,145.870.545.950,,342583919954.0,145870545950.0
- Công ty CP Viglacera Vân Hải,- Công ty CP Viglacera Vân Hải,- Công ty CP Viglacera Vân Hải,Công ty con,164.866.000,78.145.000,,164866000.0,78145000.0
- Công ty CP Khoáng sản Viglacera,- Công ty CP Khoáng sản Viglacera,- Công ty CP Khoáng sản Viglacera,Công ty con,533.514.728,193.166.364,,533514728.0,193166364.0
- Công ty CP Sử Viglacera Thanh Trì,- Công ty CP Sử Viglacera Thanh Trì,- Công ty CP Sử Viglacera Thanh Trì,Công ty con,486.392.727,243.022.000,,486392727.0,243022000.0
- Công ty CP Viglacera Hạ Long,- Công ty CP Viglacera Hạ Long,- Công ty CP Viglacera Hạ Long,Công ty con,4.511.816.000,2.219.987.284,,4511816000.0,2219987284.0
- Công ty CP Viglacera Hà Nội,- Công ty CP Viglacera Hà Nội,- Công ty CP Viglacera Hà Nội,Công ty con,1.209.423.000,125.164.800,,1209423000.0,125164800.0
- Công ty CP Bê tông khí Viglacera,- Công ty CP Bê tông khí Viglacera,- Công ty CP Bê tông khí Viglacera,Công ty con,1.052.750.220,2.044.488.587,,1052750220.0,2044488587.0
- Công ty CP Kinh doanh Gạch ốp lát Viglacera,- Công ty CP Kinh doanh Gạch ốp lát Viglacera,- Công ty CP Kinh doanh Gạch ốp lát Viglacera,Công ty con,4.955.619.424,-,,4955619424.0,
- Công ty CP Kinh doanh Gạch ốp lát Viglacera,- Công ty CP Kinh doanh Gạch ốp lát Viglacera,- Công ty CP Kinh doanh Gạch ốp lát Viglacera,Công ty con,173.339.705,-,,173339705.0,
- Công ty TNHH Kính nổi Việt Nam,- Công ty TNHH Kính nổi Việt Nam,- Công ty TNHH Kính nổi Việt Nam,Công ty liên kết,1.008.618.750,486.277.500,,1008618750.0,486277500.0
- Công ty CP Viglacera Từ Sơn,- Công ty CP Viglacera Từ Sơn,- Công ty CP Viglacera Từ Sơn,Công ty liên kết,200.007.571,187.891.000,,200007571.0,187891000.0
- Công ty CP Viglacera Hạ Long I,- Công ty CP Viglacera Hạ Long I,- Công ty CP Viglacera Hạ Long I,Công ty liên kết,201.278.000,94.628.000,,201278000.0,94628000.0
- Công ty CP Đầu tư và Xuất nhập khẩu Viglacera,- Công ty CP Đầu tư và Xuất nhập khẩu Viglacera,- Công ty CP Đầu tư và Xuất nhập khẩu Viglacera,Công ty liên kết,489.586.263,102.313.000,,489586263.0,102313000.0
- Công ty CP Vật liệu chịu lửa Viglacera Cầu Dương,- Công ty CP Vật liệu chịu lửa Viglacera Cầu Dương,- Công ty CP Vật liệu chịu lửa Viglacera Cầu Dương,Công ty liên kết,149.323.000,63.807.000,,149323000.0,63807000.0
- Công ty CP Visaho,- Công ty CP Visaho,- Công ty CP Visaho,Công ty liên kết,218.142.900,-,,218142900.0,
Thu nhập khác từ hoạt động cung cấp dịch vụ,Thu nhập khác từ hoạt động cung cấp dịch vụ,Thu nhập khác từ hoạt động cung cấp dịch vụ,Thu nhập khác từ hoạt động cung cấp dịch vụ,1.638.733.920,-,,1638733920.0,
- Công ty CP Tư vấn Viglacera,- Công ty CP Tư vấn Viglacera,- Công ty CP Tư vấn Viglacera,Công ty con,41.593.325,-,,41593325.0,
- Công ty CP Thương mại Viglacera,- Công ty CP Thương mại Viglacera,- Công ty CP Thương mại Viglacera,Công ty con,441.748.827,-,,441748827.0,
- Công ty CP Viglacera Hà Nội,- Công ty CP Viglacera Hà Nội,- Công ty CP Viglacera Hà Nội,Công ty con,800.211.715,-,,800211715.0,
- Công ty CP Kinh doanh Gạch ốp lát Viglacera,- Công ty CP Kinh doanh Gạch ốp lát Viglacera,- Công ty CP Kinh doanh Gạch ốp lát Viglacera,Công ty con,96.837.356,-,,96837356.0,
- Công ty CP Viglacera Từ Sơn,- Công ty CP Viglacera Từ Sơn,- Công ty CP Viglacera Từ Sơn,Công ty liên kết,234.034.452,-,,234034452.0,
- Công ty CP Visaho,- Công ty CP Visaho,- Công ty CP Visaho,Công ty liên kết,24.308.245,-,,24308245.0,
