row_label_raw,row_label_full,col_0,Năm 2016,Năm 2015,numeric__Năm 2016,numeric__Năm 2015
,,,VND,VND,,
"Chi phí nguyên liệu, vật liệu","Chi phí nguyên liệu, vật liệu","Chi phí nguyên liệu, vật liệu",1.451.086.480.308,1.246.417.206.122,1451086480308.0,1246417206122.0
Chi phí nhân công,Chi phí nhân công,Chi phí nhân công,397.373.977.695,379.829.752.370,397373977695.0,379829752370.0
"Chi phí công cụ, dụng cụ, đồ dùng","Chi phí công cụ, dụng cụ, đồ dùng","Chi phí công cụ, dụng cụ, đồ dùng",30.097.377.269,59.535.318.238,30097377269.0,59535318238.0
Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,216.598.096.850,219.116.381.740,216598096850.0,219116381740.0
"Thuế, phí và lệ phí","Thuế, phí và lệ phí","Thuế, phí và lệ phí",10.402.290.657,5.388.448.109,10402290657.0,5388448109.0
Chi phí dự phòng,Chi phí dự phòng,Chi phí dự phòng,3.644.784.651,2.563.544.450,3644784651.0,2563544450.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,337.069.687.567,191.913.870.023,337069687567.0,191913870023.0
Chi phí khác bằng tiền,Chi phí khác bằng tiền,Chi phí khác bằng tiền,296.281.744.457,245.870.059.767,296281744457.0,245870059767.0
,,,2.742.554.439.454,2.350.634.580.819,2742554439454.0,2350634580819.0
