row_label_raw,row_label_full,STT,Chi tiết chi phí thuế TNDN,Năm 2017,Năm 2016,numeric__Chi tiết chi phí thuế TNDN,numeric__Năm 2017,numeric__Năm 2016
1,1,1,Chi phí thuế thu nhập CTCK hiện hành,38.669.164.917,34.169.813.609,,38669164917.0,34169813609.0
2,2,2,- Chi phí thuế thu nhập CTCK tính trên thu nhập chịu thuế năm hiện hành,,,,,
3,2 > 3,3,- Điều chỉnh chi phí Thuế thu nhập CTCK của các năm trước vào chi phí thuế thu nhập hiện hành năm nay,,55.903.174,,,55903174.0
4,2 > 4,4,- Tổng chi phí thuế thu nhập CTCK hiện hành,38.669.164.917,34.225.716.783,,38669164917.0,34225716783.0
5,5,5,Chi phí thuế thu nhập CTCK hoãn lại,,,,,
