row_label_raw,row_label_full,STT,Chi tiết chi phí khác,Năm 2017,Năm 2016,numeric__Chi tiết chi phí khác,numeric__Năm 2017,numeric__Năm 2016
1,1,1,Lỗ bán thanh lý TSCĐ,,,,,
2,1 > 2,2,"Phạt do vi phạm hành chính trong lĩnh vực thuế,quản lý hóa đơn",,21.743.503,,,21743503.0
3,1 > 3,3,Chi phí Token card,414.994.246,161.064.596,,414994246.0,161064596.0
4,1 > 4,4,Phí chuyển tiền của NDT,1.059.934.261,778.662.837,,1059934261.0,778662837.0
5,1 > 5,5,Chi phí khác,15.366.770.801,10.985.102.739,,15366770801.0,10985102739.0
,,,Cộng,16.841.699.308,11.946.573.675,,16841699308.0,11946573675.0
