row_label_raw,row_label_full,Chỉ tiêu,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A,A,A,B,C,1,2,,,1.0,2.0
A. TÀI SẢN NGẮN HẠN (100 = 110 + 130),A. TÀI SẢN NGẮN HẠN (100 = 110 + 130),A. TÀI SẢN NGẮN HẠN (100 = 110 + 130),100,,1.594.825.417.534,1.297.681.692.575,100.0,,1594825417534.0,1297681692575.0
I. Tài sản tài chính,I. Tài sản tài chính,I. Tài sản tài chính,110,,1.588.768.944.224,1.292.357.272.706,110.0,,1588768944224.0,1292357272706.0
1. Tiền và các khoản tương đương tiền,1. Tiền và các khoản tương đương tiền,1. Tiền và các khoản tương đương tiền,111,A.7.1,170.509.389.350,164.301.752.581,111.0,,170509389350.0,164301752581.0
1.1. Tiền,1.1. Tiền,1.1. Tiền,111.1,,170.509.389.350,54.301.752.581,1111.0,,170509389350.0,54301752581.0
1.2. Các khoản tương đương tiền,1.2. Các khoản tương đương tiền,1.2. Các khoản tương đương tiền,111.2,,,110.000.000.000,1112.0,,,110000000000.0
2. Các tài sản tài chính ghi nhận thông qua lãi lỗ (FVTPL),2. Các tài sản tài chính ghi nhận thông qua lãi lỗ (FVTPL),2. Các tài sản tài chính ghi nhận thông qua lãi lỗ (FVTPL),112,A.7.3.1,16.874.544.264,16.670.477.646,112.0,,16874544264.0,16670477646.0
4. Các khoản cho vay,4. Các khoản cho vay,4. Các khoản cho vay,114,A.7.3.2,1.399.031.164.975,1.099.157.199.408,114.0,,1399031164975.0,1099157199408.0
6. Dự phòng suy giảm giá trị các tài sản tài chính và tài sản thế chấp,6. Dự phòng suy giảm giá trị các tài sản tài chính và tài sản thế chấp,6. Dự phòng suy giảm giá trị các tài sản tài chính và tài sản thế chấp,116,A.7.4,(10.885.263.725),(9.853.501.290),116.0,,-10885263725.0,-9853501290.0
7. Các khoản phải thu,7. Các khoản phải thu,7. Các khoản phải thu,117,,8.619.704.273,12.733.950.846,117.0,,8619704273.0,12733950846.0
"7.2. Phải thu và dự thu cổ tức, tiền lãi các tài sản tài chính","7.2. Phải thu và dự thu cổ tức, tiền lãi các tài sản tài chính","7.2. Phải thu và dự thu cổ tức, tiền lãi các tài sản tài chính",117.2,A.7.5.1,8.619.704.273,12.733.950.846,1172.0,,8619704273.0,12733950846.0
"7.2.1. Phải thu cổ tức, tiền lãi đến ngày nhận","7.2.1. Phải thu cổ tức, tiền lãi đến ngày nhận","7.2.1. Phải thu cổ tức, tiền lãi đến ngày nhận",117.3,,166.741.982,75.179.086,1173.0,,166741982.0,75179086.0
"7.2.2. Dự thu cổ tức, tiền lãi chưa đến ngày nhận","7.2.2. Dự thu cổ tức, tiền lãi chưa đến ngày nhận","7.2.2. Dự thu cổ tức, tiền lãi chưa đến ngày nhận",117.4,,8.452.962.291,12.658.771.760,1174.0,,8452962291.0,12658771760.0
8. Trà trước cho người bán,8. Trà trước cho người bán,8. Trà trước cho người bán,118,,1.450.729.486,7.208.842.855,118.0,,1450729486.0,7208842855.0
9. Phải thu các dịch vụ CTCK cung cấp,9. Phải thu các dịch vụ CTCK cung cấp,9. Phải thu các dịch vụ CTCK cung cấp,119,A.7.5.3,2.469.540.796,1.683.787.459,119.0,,2469540796.0,1683787459.0
12. Các khoản phải thu khác,12. Các khoản phải thu khác,12. Các khoản phải thu khác,122,A.7.5.4,898.304.805,626.763.201,122.0,,898304805.0,626763201.0
13. Dự phòng suy giảm giá trị các khoản phải thu (*),13. Dự phòng suy giảm giá trị các khoản phải thu (*),13. Dự phòng suy giảm giá trị các khoản phải thu (*),129,A.7.6,(199.170.000),(172.000.000),129.0,,-199170000.0,-172000000.0
II. Tài sản ngắn hạn khác,II. Tài sản ngắn hạn khác,II. Tài sản ngắn hạn khác,130,,6.056.473.310,5.324.419.869,130.0,,6056473310.0,5324419869.0
1. Tạm ứng,1. Tạm ứng,1. Tạm ứng,131,,,63.978.600,131.0,,,63978600.0
