row_label_raw,row_label_full,Chỉ tiêu,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
"2. Vật tư văn phòng, công cụ, dụng cụ","2. Vật tư văn phòng, công cụ, dụng cụ","2. Vật tư văn phòng, công cụ, dụng cụ",132,A.7.7,3.033.473.109,1.338.728.292,132.0,,3033473109.0,1338728292.0
3. Chi phí trả trước ngắn hạn,3. Chi phí trả trước ngắn hạn,3. Chi phí trả trước ngắn hạn,133,A.7.8a,1.201.397.994,1.373.630.889,133.0,,1201397994.0,1373630889.0
"4. Cảm cổ, thế chấp, ký quỹ, ký cược ngắn hạn","4. Cảm cổ, thế chấp, ký quỹ, ký cược ngắn hạn","4. Cảm cổ, thế chấp, ký quỹ, ký cược ngắn hạn",134,,8.800.000,,134.0,,8800000.0,
5. Thuế giá trị gia tăng được khấu trừ,5. Thuế giá trị gia tăng được khấu trừ,5. Thuế giá trị gia tăng được khấu trừ,135,,1.796.913.951,2.533.560.850,135.0,,1796913951.0,2533560850.0
6. Thuế và các khoản phải thu Nhà nước,6. Thuế và các khoản phải thu Nhà nước,6. Thuế và các khoản phải thu Nhà nước,136,,15.888.256,14.521.238,136.0,,15888256.0,14521238.0
B. TÀI SẢN DÀI HẠN (200 = 210 + 220 + 230 + 240 + 250 - 260),B. TÀI SẢN DÀI HẠN (200 = 210 + 220 + 230 + 240 + 250 - 260),B. TÀI SẢN DÀI HẠN (200 = 210 + 220 + 230 + 240 + 250 - 260),200,,201.638.256.558,196.108.571.332,200.0,,201638256558.0,196108571332.0
I. Tài sản tài chính dài hạn,I. Tài sản tài chính dài hạn,I. Tài sản tài chính dài hạn,210,,,,210.0,,,
II. Tài sản cổ định,II. Tài sản cổ định,II. Tài sản cổ định,220,,179.209.995.582,49.290.127.959,220.0,,179209995582.0,49290127959.0
1. Tài sản cổ định hữu hình,1. Tài sản cổ định hữu hình,1. Tài sản cổ định hữu hình,221,A.7.10,159.760.232.618,35.798.676.163,221.0,,159760232618.0,35798676163.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,222,,208.489.444.298,74.676.021.902,222.0,,208489444298.0,74676021902.0
- Giá trị hao mòn luỹ kế (*),- Giá trị hao mòn luỹ kế (*),- Giá trị hao mòn luỹ kế (*),223a,,(48.729.211.680),(38.877.345.739),,,-48729211680.0,-38877345739.0
2. Tài sản cổ định thuê tài chính,2. Tài sản cổ định thuê tài chính,2. Tài sản cổ định thuê tài chính,224,,,,224.0,,,
3. Tài sản cổ định vô hình,3. Tài sản cổ định vô hình,3. Tài sản cổ định vô hình,227,A.7.11,19.449.762.964,13.491.451.796,227.0,,19449762964.0,13491451796.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,228,,43.672.561.761,37.573.279.261,228.0,,43672561761.0,37573279261.0
- Giá trị hao mòn luỹ kế (*),- Giá trị hao mòn luỹ kế (*),- Giá trị hao mòn luỹ kế (*),229a,,(24.222.798.797),(24.081.827.465),,,-24222798797.0,-24081827465.0
III. Bất động sản đầu tư,III. Bất động sản đầu tư,III. Bất động sản đầu tư,230,,,,230.0,,,
IV. Chi phí xây dựng cơ bản dở dang,IV. Chi phí xây dựng cơ bản dở dang,IV. Chi phí xây dựng cơ bản dở dang,240,A.7.12,831.168.000,127.888.710.486,240.0,,831168000.0,127888710486.0
V. Tài sản dài hạn khác,V. Tài sản dài hạn khác,V. Tài sản dài hạn khác,250,,21.597.092.976,18.929.732.887,250.0,,21597092976.0,18929732887.0
"1. Cảm cổ, thế chấp, ký quỹ, ký cược dài hạn","1. Cảm cổ, thế chấp, ký quỹ, ký cược dài hạn","1. Cảm cổ, thế chấp, ký quỹ, ký cược dài hạn",251,,639.750.570,235.850.000,251.0,,639750570.0,235850000.0
2. Chi phí trả trước dài hạn,2. Chi phí trả trước dài hạn,2. Chi phí trả trước dài hạn,252,A.7.8b,957.342.406,998.229.290,252.0,,957342406.0,998229290.0
4. Tiền nộp quỹ Hỗ trợ thanh toán,4. Tiền nộp quỹ Hỗ trợ thanh toán,4. Tiền nộp quỹ Hỗ trợ thanh toán,254,A.7.9,20.000.000.000,17.695.653.597,254.0,,20000000000.0,17695653597.0
VI. Dự phòng suy giảm giá trị tài sản dài hạn,VI. Dự phòng suy giảm giá trị tài sản dài hạn,VI. Dự phòng suy giảm giá trị tài sản dài hạn,260,,,,260.0,,,
TỔNG CỘNG TÀI SẢN (270 = 100 + 200),TỔNG CỘNG TÀI SẢN (270 = 100 + 200),TỔNG CỘNG TÀI SẢN (270 = 100 + 200),270,,1.796.463.674.092,1.493.790.263.907,270.0,,1796463674092.0,1493790263907.0
