row_label_raw,row_label_full,Khoản cho vay vàphải thu,Số cuối năm > Giá gốc,Số cuối năm > Giá trị hợp lý,Số đầu năm > Giá gốc,Số đầu năm > Giá trị hợp lý,numeric__Số cuối năm > Giá gốc,numeric__Số cuối năm > Giá trị hợp lý,numeric__Số đầu năm > Giá gốc,numeric__Số đầu năm > Giá trị hợp lý
Cho vay hoạt độngký quỹ,Cho vay hoạt độngký quỹ,Cho vay hoạt độngký quỹ,1.307.520.007.644,1.296.634.743.919,1.057.797.019.550,1.047.994.642.500,1307520007644.0,1296634743919.0,1057797019550.0,1047994642500.0
Cho vay nghiệp vụ ứng trước,Cho vay nghiệp vụ ứng trước,Cho vay nghiệp vụ ứng trước,91.511.157.331,91.511.157.331,41.360.179.858,41.360.179.858,91511157331.0,91511157331.0,41360179858.0,41360179858.0
Cộng các khoảncho vay,Cộng các khoảncho vay,Cộng các khoảncho vay,1.399.031.164.975,1.388.145.901.250,1.099.157.199.408,1.089.354.822.358,1399031164975.0,1388145901250.0,1099157199408.0,1089354822358.0
