row_label_raw,row_label_full,Số cuối năm,Số đầu năm,numeric__Số đầu năm
1.307.520.007.644,1.307.520.007.644,1.307.520.007.644,1.057.797.019.550,1057797019550.0
1.307.520.007.644,1.307.520.007.644,1.307.520.007.644,1.057.797.019.550,1057797019550.0
8.452.962.291,8.452.962.291,8.452.962.291,12.658.771.760,12658771760.0
8.452.962.291,8.452.962.291,8.452.962.291,12.658.771.760,12658771760.0
91.677.899.313,91.677.899.313,91.677.899.313,41.435.358.944,41435358944.0
91.511.157.331,91.511.157.331,91.511.157.331,41.360.179.858,41360179858.0
91.511.157.331,91.511.157.331,91.511.157.331,41.360.179.858,41360179858.0
166.741.982,166.741.982,166.741.982,75.179.086,75179086.0
166.741.982,166.741.982,166.741.982,75.179.086,75179086.0
1.407.650.869.248,1.407.650.869.248,1.407.650.869.248,1.111.891.150.254,1111891150254.0
