row_label_raw,row_label_full,STT,Các bên liên quan,Mối quan hệ,Nội dung giao dịch,Số tiền > Năm 2017,Số tiền > Năm 2016,numeric__Các bên liên quan,numeric__Mối quan hệ,numeric__Nội dung giao dịch,numeric__Số tiền > Năm 2017,numeric__Số tiền > Năm 2016
1,1,1,Công ty cổ phần FPT,Cổ đông lớn (20% Vốn điều lệ),"Phí lưu ký, Phí CN Chứng khoán chưa niêm yết, Phí môi giới, Phí quản lý cổ đông, Phí dịch vụ tư vấn.",2.009.880.614,143.580.013,,,,2009880614.0,143580013.0
2,2,2,Công ty Cổ phần Viễn Thông FPT,Bên có liên quan,"Phí chuyển nhượng CK chưa niêm yết, Phí Quản lý cổ đông, Phí tư vấn.",200.403.000,233.045.000,,,,200403000.0,233045000.0
3,3,3,CT TNHH Phân phối FPT,Bên có liên quan,Thiết bị tin học.,1.433.408.397,645.100.023,,,,1433408397.0,645100023.0
4,4,4,CT TNHH Dịch vụ tin học FPT,Bên có liên quan,"Thiết bị tin học, dịch vụ bảo hành.",312.699.200,869.935.651,,,,312699200.0,869935651.0
5,5,5,CT TNHH Hệ thống thông tin FPT,Bên có liên quan,"Thiết bị tin học, dịch vụ bảo trì.",1.965.205.900,329.379.600,,,,1965205900.0,329379600.0
