row_label_raw,row_label_full,Chỉ tiêu,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A,A,A,B,C,1,2,,,1.0,2.0
C. NỘ PHẢI TRẢ (300 = 310 + 340),C. NỘ PHẢI TRẢ (300 = 310 + 340),C. NỘ PHẢI TRẢ (300 = 310 + 340),300,,243.666.322.423,60.379.304.134,300.0,,243666322423.0,60379304134.0
I. Nợ phải trả ngắn hạn,I. Nợ phải trả ngắn hạn,I. Nợ phải trả ngắn hạn,310,,243.666.322.423,60.379.304.134,310.0,,243666322423.0,60379304134.0
1. Vay và nợ thuê tài chính ngắn hạn,1. Vay và nợ thuê tài chính ngắn hạn,1. Vay và nợ thuê tài chính ngắn hạn,311,A.7.29,102.500.000.000,30.000.000.000,311.0,,102500000000.0,30000000000.0
1.1.Vay ngắn hạn,1.1.Vay ngắn hạn,1.1.Vay ngắn hạn,312,,102.500.000.000,30.000.000.000,312.0,,102500000000.0,30000000000.0
1.2. Nợ thuê tài chính ngắn hạn,1.2. Nợ thuê tài chính ngắn hạn,1.2. Nợ thuê tài chính ngắn hạn,313,,,,313.0,,,
6. Phải trả hoạt động giao dịch chứng khoán,6. Phải trả hoạt động giao dịch chứng khoán,6. Phải trả hoạt động giao dịch chứng khoán,318,A.7.23,24.000.000,,318.0,,24000000.0,
8. Phải trả người bán ngắn hạn,8. Phải trả người bán ngắn hạn,8. Phải trả người bán ngắn hạn,320,A.7.27,781.889.079,223.102.753,320.0,,781889079.0,223102753.0
9. Người mua trả tiền trước ngắn hạn,9. Người mua trả tiền trước ngắn hạn,9. Người mua trả tiền trước ngắn hạn,321,,1.745.064.239,1.679.091.608,321.0,,1745064239.0,1679091608.0
10. Thuế và các khoản phải nộp Nhà nước,10. Thuế và các khoản phải nộp Nhà nước,10. Thuế và các khoản phải nộp Nhà nước,322,A.7.25,16.685.341.507,9.829.251.272,322.0,,16685341507.0,9829251272.0
11. Phải trả người lao động,11. Phải trả người lao động,11. Phải trả người lao động,323,,4.177.880.000,3.583.530.000,323.0,,4177880000.0,3583530000.0
12.Các khoản trích nộp phúc lợi nhân viên,12.Các khoản trích nộp phúc lợi nhân viên,12.Các khoản trích nộp phúc lợi nhân viên,324,,863.566.428,653.008.425,324.0,,863566428.0,653008425.0
13. Chi phí phải trả ngắn hạn,13. Chi phí phải trả ngắn hạn,13. Chi phí phải trả ngắn hạn,325,A.7.26,3.511.212.253,1.741.252.647,325.0,,3511212253.0,1741252647.0
"17.Các khoản phải trả, phải nộp khác ngắn hạn","17.Các khoản phải trả, phải nộp khác ngắn hạn","17.Các khoản phải trả, phải nộp khác ngắn hạn",329,A.7.28,104.562.318.036,4.131.703.961,329.0,,104562318036.0,4131703961.0
18. Dự phòng phải trả ngắn hạn,18. Dự phòng phải trả ngắn hạn,18. Dự phòng phải trả ngắn hạn,330,,,,330.0,,,
"19. Quỹ khen thưởng, phúc lợi","19. Quỹ khen thưởng, phúc lợi","19. Quỹ khen thưởng, phúc lợi",331,,8.815.050.881,8.538.363.468,331.0,,8815050881.0,8538363468.0
