row_label_raw,row_label_full,A 7.1. Tiền và các khoản tương đương tiền,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
- Tiền mặt tại quỹ,- Tiền mặt tại quỹ,- Tiền mặt tại quỹ,323.240.935,274.238.632,323240935.0,274238632.0
- Tiền gửi ngân hàng cho hoạt động CTCK,- Tiền gửi ngân hàng cho hoạt động CTCK,- Tiền gửi ngân hàng cho hoạt động CTCK,170.186.148.415,164.027.513.949,170186148415.0,164027513949.0
Cộng,Cộng,Cộng,170.509.389.350,164.301.752.581,170509389350.0,164301752581.0
