row_label_raw,row_label_full,31/12/2020,31/12/2020_1,01/01/2020,01/01/2020_1,numeric__31/12/2020_1,numeric__01/01/2020,numeric__01/01/2020_1
Giá gốc,Giá gốc,Giá gốc,Dự phòng,Giá gốc,Dự phòng,,,
VND,VND,VND,VND,VND,VND,,,
139.520.000.000,VND > 139.520.000.000,139.520.000.000,-,50.520.000.000,-,,50520000000.0,
74.500.000.000,VND > 74.500.000.000,74.500.000.000,-,25.500.000.000,-,,25500000000.0,
8.000.000.000,VND > 8.000.000.000,8.000.000.000,-,8.000.000.000,-,,8000000000.0,
16.000.000.000,VND > 16.000.000.000,16.000.000.000,-,16.000.000.000,-,,16000000000.0,
1.020.000.000,VND > 1.020.000.000,1.020.000.000,-,1.020.000.000,-,,1020000000.0,
20.000.000.000,20.000.000.000,20.000.000.000,-,-,-,,,
20.000.000.000,20.000.000.000,20.000.000.000,-,-,-,,,
139.520.000.000,20.000.000.000 > 139.520.000.000,139.520.000.000,-,50.520.000.000,-,,50520000000.0,
