row_label_raw,row_label_full,col_0,Số phải thu đầu năm,Số phải nộp đầu năm,Số phải nộp trong năm,Số đã thực nộp trong năm,Số phải thu cuối năm,Số phải nộp cuối năm,numeric__Số phải thu đầu năm,numeric__Số phải nộp đầu năm,numeric__Số phải nộp trong năm,numeric__Số đã thực nộp trong năm,numeric__Số phải thu cuối năm,numeric__Số phải nộp cuối năm
,,,VND,VND,VND,VND,VND,VND,,,,,,
Thuế Giá trị gia tăng,Thuế Giá trị gia tăng,Thuế Giá trị gia tăng,-,13.584.365.937,74.302.361.416,76.450.674.196,-,11.436.053.157,,13584365937.0,74302361416.0,76450674196.0,,11436053157.0
Thuế Thu nhập doanh nghiệp,Thuế Thu nhập doanh nghiệp,Thuế Thu nhập doanh nghiệp,-,57.114.404.402,62.538.606.155,86.794.684.398,-,32.858.326.159,,57114404402.0,62538606155.0,86794684398.0,,32858326159.0
Thuế Thu nhập cá nhân,Thuế Thu nhập cá nhân,Thuế Thu nhập cá nhân,-,38.820.843.971,44.231.017.357,50.235.047.787,-,32.816.813.541,,38820843971.0,44231017357.0,50235047787.0,,32816813541.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,-,-,5.208.271.151,5.208.271.151,-,-,,,5208271151.0,5208271151.0,,
"Phí, lệ phí và các khoản phải nộp khác","Phí, lệ phí và các khoản phải nộp khác","Phí, lệ phí và các khoản phải nộp khác",-,-,206.436.621,1.572.159.755,1.365.723.134,-,,,206436621.0,1572159755.0,1365723134.0,
,,,-,109.519.614.310,186.486.692.700,220.260.837.287,1.365.723.134,77.111.192.857,,109519614310.0,186486692700.0,220260837287.0,1365723134.0,77111192857.0
