row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,numeric__Mối quan hệ
Công ty Cổ phần Tập đoàn Thế kỳ,Công ty Cổ phần Tập đoàn Thế kỳ,Công ty Cổ phần Tập đoàn Thế kỳ,Công ty mẹ,
Công ty Cổ phần Thương mại Đầu tư Ngôi nhà Thế kỳ (Đổi tên từ Công ty Cổ phần Bất động sản Ngôi sao Toàn cầu),Công ty Cổ phần Thương mại Đầu tư Ngôi nhà Thế kỳ (Đổi tên từ Công ty Cổ phần Bất động sản Ngôi sao Toàn cầu),Công ty Cổ phần Thương mại Đầu tư Ngôi nhà Thế kỳ (Đổi tên từ Công ty Cổ phần Bất động sản Ngôi sao Toàn cầu),Công ty con,
Công ty Cổ phần Bất động sản Cen Sài Gòn,Công ty Cổ phần Bất động sản Cen Sài Gòn,Công ty Cổ phần Bất động sản Cen Sài Gòn,Công ty con,
Công ty Cổ phần Truyền thông và Giải trí Ngôi sao mới,Công ty Cổ phần Truyền thông và Giải trí Ngôi sao mới,Công ty Cổ phần Truyền thông và Giải trí Ngôi sao mới,Công ty con,
Công ty Cổ phần M&I Thế kỳ,Công ty Cổ phần M&I Thế kỳ,Công ty Cổ phần M&I Thế kỳ,Công ty con,
Công ty TNHH Đầu tư và Quản lý Thương hiệu CEN,Công ty TNHH Đầu tư và Quản lý Thương hiệu CEN,Công ty TNHH Đầu tư và Quản lý Thương hiệu CEN,Công ty con,
Công ty Cổ phần Cen Cuckoo,Công ty Cổ phần Cen Cuckoo,Công ty Cổ phần Cen Cuckoo,Công ty con,
Công ty Cổ phần Dịch vụ Gia tăng Bất động sản Thế kỳ,Công ty Cổ phần Dịch vụ Gia tăng Bất động sản Thế kỳ,Công ty Cổ phần Dịch vụ Gia tăng Bất động sản Thế kỳ,Cùng tập đoàn,
Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế kỳ,Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế kỳ,Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế kỳ,Cùng tập đoàn,
Công ty Cổ phần Dịch vụ Golf và Lữ hành Thế kỳ,Công ty Cổ phần Dịch vụ Golf và Lữ hành Thế kỳ,Công ty Cổ phần Dịch vụ Golf và Lữ hành Thế kỳ,Cùng tập đoàn,
Công ty Cổ phần Thẩm định giá Thế kỳ,Công ty Cổ phần Thẩm định giá Thế kỳ,Công ty Cổ phần Thẩm định giá Thế kỳ,Cùng tập đoàn,
Công ty Cổ phần Dolphin 2 Việt Nam,Công ty Cổ phần Dolphin 2 Việt Nam,Công ty Cổ phần Dolphin 2 Việt Nam,Cùng tập đoàn,
"Các thành viên thuộc Hội đồng quản trị, Ban Tổng Giám đốc, Ban kiểm soát và người liên quan","Các thành viên thuộc Hội đồng quản trị, Ban Tổng Giám đốc, Ban kiểm soát và người liên quan","Các thành viên thuộc Hội đồng quản trị, Ban Tổng Giám đốc, Ban kiểm soát và người liên quan","Các thành viên thuộc Hội đồng quản trị, Ban Tổng Giám đốc, Ban kiểm soát và người liên quan",
