row_label_raw,row_label_full,col_0,31/12/2020 > Giá trị,31/12/2020 > Dự phòng,01/01/2020 > Giá trị,01/01/2020 > Dự phòng,numeric__31/12/2020 > Giá trị,numeric__31/12/2020 > Dự phòng,numeric__01/01/2020 > Giá trị,numeric__01/01/2020 > Dự phòng
,,,VND,VND,VND,VND,,,,
- Tiền đảm bảo tổng đại lý phân phối cho các dự án,- Tiền đảm bảo tổng đại lý phân phối cho các dự án,- Tiền đảm bảo tổng đại lý phân phối cho các dự án,995.001.486.040,-,647.521.756.394,-,995001486040.0,,647521756394.0,
Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế Kỳ,Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế Kỳ,Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế Kỳ,671.450.299.008,-,499.800.000.000,-,671450299008.0,,499800000000.0,
Công ty Cổ phần Bitexco,Công ty Cổ phần Bitexco,Công ty Cổ phần Bitexco,33.500.000.000,-,50.000.000.000,-,33500000000.0,,50000000000.0,
Công ty Cổ phần Bất Đông Sản Galaxy Land,Công ty Cổ phần Bất Đông Sản Galaxy Land,Công ty Cổ phần Bất Đông Sản Galaxy Land,184.500.000.000,-,-,-,184500000000.0,,,
Công ty TNHH Gamuda Land Việt Nam (ST5),Công ty TNHH Gamuda Land Việt Nam (ST5),Công ty TNHH Gamuda Land Việt Nam (ST5),17.042.187.032,-,28.142.922.212,-,17042187032.0,,28142922212.0,
Công ty Cổ phần Veracity,Công ty Cổ phần Veracity,Công ty Cổ phần Veracity,7.900.000.000,-,6.300.000.000,-,7900000000.0,,6300000000.0,
Công ty Cổ phần Tư vấn Thiết kế và Đầu tư Xây dựng Đại Nam Sơn,Công ty Cổ phần Tư vấn Thiết kế và Đầu tư Xây dựng Đại Nam Sơn,Công ty Cổ phần Tư vấn Thiết kế và Đầu tư Xây dựng Đại Nam Sơn,7.500.000.000,-,7.500.000.000,-,7500000000.0,,7500000000.0,
Công ty Cổ phần Khai Sơn,Công ty Cổ phần Khai Sơn,Công ty Cổ phần Khai Sơn,1.800.000.000,-,9.600.000.000,-,1800000000.0,,9600000000.0,
Công ty TNHH MTV Đầu tư Văn Phú - Giảng Võ,Công ty TNHH MTV Đầu tư Văn Phú - Giảng Võ,Công ty TNHH MTV Đầu tư Văn Phú - Giảng Võ,3.000.000.000,-,-,-,3000000000.0,,,
Các công ty khác,Các công ty khác,Các công ty khác,68.309.000.000,-,46.178.834.182,-,68309000000.0,,46178834182.0,
"- Ký cược, ký quỹ khác","- Ký cược, ký quỹ khác","- Ký cược, ký quỹ khác",7.539.912.817,-,4.859.301.035,-,7539912817.0,,4859301035.0,
,,,1.002.541.398.857,-,652.381.057.429,-,1002541398857.0,,652381057429.0,
