row_label_raw,row_label_full,col_0,31/12/2020 > Giá trịVND,31/12/2020 > Dự phòngVND,01/01/2020 > Giá trịVND,01/01/2020 > Dự phòngVND,numeric__31/12/2020 > Giá trịVND,numeric__31/12/2020 > Dự phòngVND,numeric__01/01/2020 > Giá trịVND,numeric__01/01/2020 > Dự phòngVND
a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,,,,
"- Phải thu về lãi tiền gửi, tiền cho vay","a) Ngắn hạn > - Phải thu về lãi tiền gửi, tiền cho vay","- Phải thu về lãi tiền gửi, tiền cho vay",2.435.671.233,-,-,-,2435671233.0,,,
- Phải thu về bảo hiểm xã hội,a) Ngắn hạn > - Phải thu về bảo hiểm xã hội,- Phải thu về bảo hiểm xã hội,448.872.659,-,34.950.400,-,448872659.0,,34950400.0,
- Tạm ứng,a) Ngắn hạn > - Tạm ứng,- Tạm ứng,-,-,24.061.589.327,-,,,24061589327.0,
"- Ký cược, ký quỹ","a) Ngắn hạn > - Ký cược, ký quỹ","- Ký cược, ký quỹ",152.160.639.863,-,10.000.000,-,152160639863.0,,10000000.0,
Công ty CP Tư vấn Thiết kế và Đầu tư Xây dựng Đại Nam Sơn (1),a) Ngắn hạn > Công ty CP Tư vấn Thiết kế và Đầu tư Xây dựng Đại Nam Sơn (1),Công ty CP Tư vấn Thiết kế và Đầu tư Xây dựng Đại Nam Sơn (1),52.650.639.863,-,-,-,52650639863.0,,,
Công ty Cổ phần TMĐT,a) Ngắn hạn > Công ty Cổ phần TMĐT,Công ty Cổ phần TMĐT,99.500.000.000,-,-,-,99500000000.0,,,
Ngôi Nhà Thế Kỳ (2)Khác,a) Ngắn hạn > Ngôi Nhà Thế Kỳ (2)Khác,Ngôi Nhà Thế Kỳ (2)Khác,10.000.000,-,10.000.000,-,10000000.0,,10000000.0,
- Công ty Cổ phần Phát triển Nhà Bình Minh,a) Ngắn hạn > - Công ty Cổ phần Phát triển Nhà Bình Minh,- Công ty Cổ phần Phát triển Nhà Bình Minh,-,-,200.000.000.000,-,,,200000000000.0,
- Công ty Cổ phần Bất động sản Galaxy Land (3),a) Ngắn hạn > - Công ty Cổ phần Bất động sản Galaxy Land (3),- Công ty Cổ phần Bất động sản Galaxy Land (3),295.000.000.000,-,-,-,295000000000.0,,,
- Công ty Cổ phần Xây dựng Sao Vàng (4),a) Ngắn hạn > - Công ty Cổ phần Xây dựng Sao Vàng (4),- Công ty Cổ phần Xây dựng Sao Vàng (4),25.000.000.000,-,-,-,25000000000.0,,,
- Công ty CP Đầu tư và Phát triển Việt Anh (5),a) Ngắn hạn > - Công ty CP Đầu tư và Phát triển Việt Anh (5),- Công ty CP Đầu tư và Phát triển Việt Anh (5),50.738.019.376,-,62.225.124.126,-,50738019376.0,,62225124126.0,
- Công ty TNHH Nam Hồng (6),a) Ngắn hạn > - Công ty TNHH Nam Hồng (6),- Công ty TNHH Nam Hồng (6),27.857.898.154,-,23.117.831.227,-,27857898154.0,,23117831227.0,
- Công ty Cổ phần TMĐT,a) Ngắn hạn > - Công ty Cổ phần TMĐT,- Công ty Cổ phần TMĐT,27.243.928.991,-,-,-,27243928991.0,,,
Ngôi nhà Thế kỳ (7),Ngôi nhà Thế kỳ (7),Ngôi nhà Thế kỳ (7),Ngôi nhà Thế kỳ (7),Ngôi nhà Thế kỳ (7),Ngôi nhà Thế kỳ (7),Ngôi nhà Thế kỳ (7),,,,
- Công ty TNHH Giải pháp và Công nghệ An Thịnh,Ngôi nhà Thế kỳ (7) > - Công ty TNHH Giải pháp và Công nghệ An Thịnh,- Công ty TNHH Giải pháp và Công nghệ An Thịnh,384.300.000,(384.300.000),384.300.000,(384.300.000),384300000.0,-384300000.0,384300000.0,-384300000.0
- Công ty TNHH Địa Ốc Gia Phú,Ngôi nhà Thế kỳ (7) > - Công ty TNHH Địa Ốc Gia Phú,- Công ty TNHH Địa Ốc Gia Phú,5.391.000.324,(5.391.000.324),5.391.000.324,(5.391.000.324),5391000324.0,-5391000324.0,5391000324.0,-5391000324.0
- Phải thu khác,Ngôi nhà Thế kỳ (7) > - Phải thu khác,- Phải thu khác,1.019.406.999,-,1.799.500.935,-,1019406999.0,,1799500935.0,
,,,587.679.737.599,(5.775.300.324),317.024.296.339,(5.775.300.324),587679737599.0,-5775300324.0,317024296339.0,-5775300324.0
