row_label_raw,row_label_full,col_0,Hoạt động môi giới bắt động sản,Hoạt động chuyển nhượng bắt động sản,Hoạt động cho thuê văn phòng và khác,Tổng cộng toàn doanh nghiệp,numeric__Hoạt động môi giới bắt động sản,numeric__Hoạt động chuyển nhượng bắt động sản,numeric__Hoạt động cho thuê văn phòng và khác,numeric__Tổng cộng toàn doanh nghiệp
Doanh thu thuần từ bán hàng ra bên ngoài,Doanh thu thuần từ bán hàng ra bên ngoài,Doanh thu thuần từ bán hàng ra bên ngoài,862.672.870.899,VND1.039.953.722.510,VND21.810.161.792,VND1.924.436.755.201,862672870899.0,,,
Lợi nhuận gộp từ hoạt động kinh doanh,Lợi nhuận gộp từ hoạt động kinh doanh,Lợi nhuận gộp từ hoạt động kinh doanh,307.339.533.967,91.209.194.109,12.385.940.989,410.934.669.065,307339533967.0,91209194109.0,12385940989.0,410934669065.0
Tổng chi phí mua TSCĐ,Tổng chi phí mua TSCĐ,Tổng chi phí mua TSCĐ,-,-,-,19.290.380.910,,,,19290380910.0
Tài sản bộ phận,Tài sản bộ phận,Tài sản bộ phận,1.491.106.058.706,279.822.707.908,21.833.855.488,1.792.762.622.102,1491106058706.0,279822707908.0,21833855488.0,1792762622102.0
Tài sản không phân bổ,Tài sản không phân bổ,Tài sản không phân bổ,-,-,-,1.457.512.170.537,,,,1457512170537.0
Tổng tài sản,Tổng tài sản,Tổng tài sản,1.491.106.058.706,279.822.707.908,21.833.855.488,3.250.274.792.639,1491106058706.0,279822707908.0,21833855488.0,3250274792639.0
Nợ phải trả của các bộ phận,Nợ phải trả của các bộ phận,Nợ phải trả của các bộ phận,24.854.038.532,124.073.750.279,-,124.073.750.279,24854038532.0,124073750279.0,,124073750279.0
Nợ phải trả không phân bổ,Nợ phải trả không phân bổ,Nợ phải trả không phân bổ,-,-,-,1.223.773.951.374,,,,1223773951374.0
Tổng nợ phải trả,Tổng nợ phải trả,Tổng nợ phải trả,24.854.038.532,124.073.750.279,-,1.347.847.701.653,24854038532.0,124073750279.0,,1347847701653.0
