row_label_raw,row_label_full,col_0,Dự phòng chung,Dự phòng cụ thể,Tổng cộng,numeric__Dự phòng chung,numeric__Dự phòng cụ thể,numeric__Tổng cộng
,,,Triệu VND,Triệu VND,Triệu VND,,,
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,1.213.191,555.962,1.769.153,1213191.0,555962.0,1769153.0
Dự phòng trích lập trong năm,Dự phòng trích lập trong năm,Dự phòng trích lập trong năm,142.325,1.310.402,1.452.727,142325.0,1310402.0,1452727.0
Sử dụng dự phòng rủi ro tín dụng trong năm,Sử dụng dự phòng rủi ro tín dụng trong năm,Sử dụng dự phòng rủi ro tín dụng trong năm,-,(907.808),(907.808),,-907808.0,-907808.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,1.355.516,958.556,2.314.072,1355516.0,958556.0,2314072.0
