row_label_raw,row_label_full,col_0,Chứng khoán đầu tư sắn sàng để bán,Chứng khoán đầu tư sắn sàng để bán_1,Chứng khoán đầu tư sắn sàng để bán_2,Chứng khoán đầu tư giữ đến ngày đáo hạn,Chứng khoán đầu tư giữ đến ngày đáo hạn_1,Tổng cộng,numeric__Chứng khoán đầu tư sắn sàng để bán,numeric__Chứng khoán đầu tư sắn sàng để bán_1,numeric__Chứng khoán đầu tư sắn sàng để bán_2,numeric__Chứng khoán đầu tư giữ đến ngày đáo hạn,numeric__Chứng khoán đầu tư giữ đến ngày đáo hạn_1,numeric__Tổng cộng
,,,Dự phòng chung,Dự phòng cụ thể,Dự phòng giám giá,Dự phòng chung,Dự phòng cụ thể,Tổng cộng,,,,,,
,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,,,
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,-,-,152.785,563,15.000,168.348,,,152785.0,563.0,15000.0,168348.0
Dự phòng (hoàn nhập)/trích lập trong năm,Dự phòng (hoàn nhập)/trích lập trong năm,Dự phòng (hoàn nhập)/trích lập trong năm,16.501,-,(7.106),(563),60.000,68.832,16501.0,,-7106.0,-563.0,60000.0,68832.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,16.501,-,145.679,-,75.000,237.180,16501.0,,145679.0,,75000.0,237180.0
