row_label_raw,row_label_full,col_0,Số đầu năm,Phát sinh trong năm > Số phải nộp,Phát sinh trong năm > Số đã nộp,Số cuối năm,numeric__Số đầu năm,numeric__Phát sinh trong năm > Số phải nộp,numeric__Phát sinh trong năm > Số đã nộp,numeric__Số cuối năm
,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,
Thuế TNDN,Thuế TNDN,Thuế TNDN,373.669,374.852,729.723,18.798,373669.0,374852.0,729723.0,18798.0
Thuế GTGT,Thuế GTGT,Thuế GTGT,111.507,164.115,268.919,6.703,111507.0,164115.0,268919.0,6703.0
Thuế TNCN,Thuế TNCN,Thuế TNCN,6.230,189.007,183.309,11.928,6230.0,189007.0,183309.0,11928.0
Thuế khác,Thuế khác,Thuế khác,-,116.543,116.543,-,,116543.0,116543.0,
,,,491.406,844.517,1.298.494,37.429,491406.0,844517.0,1298494.0,37429.0
