row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
,,,Triệu VND,Triệu VND,,
Mua nợ bằng VND,Mua nợ bằng VND,Mua nợ bằng VND,10.623.374,800.000,10623374.0,800000.0
Dự phòng chung,Dự phòng chung,Dự phòng chung,(79.675),(6.000),-79675.0,-6000.0
,,,10.543.699,794.000,10543699.0,794000.0
Giá trị nợ gốc của khoản nợ đã mua,Giá trị nợ gốc của khoản nợ đã mua,Giá trị nợ gốc của khoản nợ đã mua,Giá trị nợ gốc của khoản nợ đã mua,Giá trị nợ gốc của khoản nợ đã mua,,
,,,Số cuối năm,Số đầu năm,,
,,,Triệu VND,Triệu VND,,
Nợ gốc đã mua,Giá trị nợ gốc của khoản nợ đã mua > Nợ gốc đã mua,Nợ gốc đã mua,10.623.374,800.000,10623374.0,800000.0
,,,10.623.374,800.000,10623374.0,800000.0
Phân tích chất lượng dư nợ của hoạt động mua nợ,Phân tích chất lượng dư nợ của hoạt động mua nợ,Phân tích chất lượng dư nợ của hoạt động mua nợ,Phân tích chất lượng dư nợ của hoạt động mua nợ,Phân tích chất lượng dư nợ của hoạt động mua nợ,,
,,,Số cuối năm,Số đầu năm,,
,,,Triệu VND,Triệu VND,,
Nợ đủ tiêu chuẩn,Phân tích chất lượng dư nợ của hoạt động mua nợ > Nợ đủ tiêu chuẩn,Nợ đủ tiêu chuẩn,10.623.374,800.000,10623374.0,800000.0
,,,10.623.374,800.000,10623374.0,800000.0
