row_label_raw,row_label_full,col_0,Năm nay,Năm trước,numeric__Năm nay,numeric__Năm trước
,,,Triệu VND,Triệu VND,,
"Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí",58.651,37.421,58651.0,37421.0
Chi phí cho nhân viên,Chi phí cho nhân viên,Chi phí cho nhân viên,2.350.167,1.866.829,2350167.0,1866829.0
- Chi lượng và phụ cấp,- Chi lượng và phụ cấp,- Chi lượng và phụ cấp,1.965.363,1.520.053,1965363.0,1520053.0
- Các khoản chi đóng góp theo lượng,- Các khoản chi đóng góp theo lượng,- Các khoản chi đóng góp theo lượng,182.123,169.047,182123.0,169047.0
- Chi trợ cấp,- Chi trợ cấp,- Chi trợ cấp,82.193,63.129,82193.0,63129.0
- Các khoản chi khác,- Các khoản chi khác,- Các khoản chi khác,120.488,114.600,120488.0,114600.0
Chi về tài sản,Chi về tài sản,Chi về tài sản,943.616,769.807,943616.0,769807.0
- Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,287.611,249.372,287611.0,249372.0
- Chi thuê tài sản,- Chi thuê tài sản,- Chi thuê tài sản,469.984,365.151,469984.0,365151.0
- Chi về bảo dưỡng và sửa chữa tài sản,- Chi về bảo dưỡng và sửa chữa tài sản,- Chi về bảo dưỡng và sửa chữa tài sản,157.359,119.279,157359.0,119279.0
- Chi khác về tài sản,- Chi khác về tài sản,- Chi khác về tài sản,28.662,36.005,28662.0,36005.0
Chi cho hoạt động quản lý công vụ,Chi cho hoạt động quản lý công vụ,Chi cho hoạt động quản lý công vụ,733.683,576.042,733683.0,576042.0
- Công tác phí,- Công tác phí,- Công tác phí,23.847,19.457,23847.0,19457.0
"- Chi phí quảng cáo, tiếp thị, khuyến mại","- Chi phí quảng cáo, tiếp thị, khuyến mại","- Chi phí quảng cáo, tiếp thị, khuyến mại",118.047,95.373,118047.0,95373.0
"- Chi phí tiếp tân, khách tiết","- Chi phí tiếp tân, khách tiết","- Chi phí tiếp tân, khách tiết",71.177,154.517,71177.0,154517.0
"- Chi phí điện, nước","- Chi phí điện, nước","- Chi phí điện, nước",72.995,68.847,72995.0,68847.0
- Chi khác cho hoạt động quản lý,- Chi khác cho hoạt động quản lý,- Chi khác cho hoạt động quản lý,447.617,237.848,447617.0,237848.0
Chi nộp phí bảo hiểm tiền gửi của khách hàng,Chi nộp phí bảo hiểm tiền gửi của khách hàng,Chi nộp phí bảo hiểm tiền gửi của khách hàng,167.245,150.047,167245.0,150047.0
,,,4.253.362,3.400.146,4253362.0,3400146.0
