row_label_raw,row_label_full,STT,CHỈ TIÊU,Thuyết minh,Số cuối năm,Số đầu năm,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
1.,1.,1.,Bảo lãnh vay vốn,38,1.100,-,,38.0,1100.0,
2.,2.,2.,Cam kết giao dịch hồi đoái,38,170.724.541,102.756.003,,38.0,170724541.0,102756003.0
2.,2.,2.,Cam kết mua ngoại tệ,,6.559.699,3.679.596,,,6559699.0,3679596.0
2.,2.,2.,Cam kết bán ngoại tệ,,6.795.293,3.919.378,,,6795293.0,3919378.0
2.,2.,2.,Cam kết giao dịch hoán đổi,,157.369.549,95.157.029,,,157369549.0,95157029.0
3.,3.,3.,Cam kết trong nghiệp vụ L/C,38,1.227.443,2.252.224,,38.0,1227443.0,2252224.0
4.,4.,4.,Bảo lãnh khác,38,4.079.426,3.234.191,,38.0,4079426.0,3234191.0
5.,5.,5.,Các cam kết khác,38,3.789.101,3.981.783,,38.0,3789101.0,3981783.0
6.,6.,6.,Lãi cho vay và phí phải thu chưa thu được,39,3.266.607,3.417.157,,39.0,3266607.0,3417157.0
7.,7.,7.,Nợ khó đòi đã xử lý,40,13.139.392,11.147.623,,40.0,13139392.0,11147623.0
8.,8.,8.,Tài sản và chứng từ khác,41,425.259,362.093,,41.0,425259.0,362093.0
