row_label_raw,row_label_full,NỘI DUNG,TRANG,numeric__TRANG
BÁO CÁO CỦA BAN TỔNG GIÁM ĐỐC,BÁO CÁO CỦA BAN TỔNG GIÁM ĐỐC,BÁO CÁO CỦA BAN TỔNG GIÁM ĐỐC,1 - 2,
BÁO CÁO KIỂM TOÁN ĐỘC LẬP,BÁO CÁO KIỂM TOÁN ĐỘC LẬP,BÁO CÁO KIỂM TOÁN ĐỘC LẬP,3 - 4,
BÁO CÁO TÌNH HÌNH TÀI CHÍNH HỢP NHẤT,BÁO CÁO TÌNH HÌNH TÀI CHÍNH HỢP NHẤT,BÁO CÁO TÌNH HÌNH TÀI CHÍNH HỢP NHẤT,5 - 7,
BÁO CÁO KẾT QUẢ HOẠT ĐỘNG HỢP NHẤT,BÁO CÁO TÌNH HÌNH TÀI CHÍNH HỢP NHẤT > BÁO CÁO KẾT QUẢ HOẠT ĐỘNG HỢP NHẤT,BÁO CÁO KẾT QUẢ HOẠT ĐỘNG HỢP NHẤT,8,8.0
BÁO CÁO LU'U CHUYỄN TIỀN TỆ HỢP NHẤT,BÁO CÁO LU'U CHUYỄN TIỀN TỆ HỢP NHẤT,BÁO CÁO LU'U CHUYỄN TIỀN TỆ HỢP NHẤT,9 - 10,
THUYẾT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤT,THUYẾT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤT,THUYẾT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤT,11 - 58,
