row_label_raw,row_label_full,col_0,Tổng dư nợ cho vay,Tổng tiền gửi,Các cam kết tín dụng,Công cụ tài chính phải sinh (Tổng giá trị hợp đồng,Kinh doanh và đầu tư chứng khoán (Chênh lệch Dư Nợ - Dư Có),numeric__Tổng dư nợ cho vay,numeric__Tổng tiền gửi,numeric__Các cam kết tín dụng,numeric__Công cụ tài chính phải sinh (Tổng giá trị hợp đồng,numeric__Kinh doanh và đầu tư chứng khoán (Chênh lệch Dư Nợ - Dư Có)
,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,,
Trong nước,Trong nước,Trong nước,184.215.863,206.752.986,5.307.969,85.813.657,22.953.680,184215863.0,206752986.0,5307969.0,85813657.0,22953680.0
Nước ngoài,Nước ngoài,Nước ngoài,-,1.386.107,-,67.288,-,,1386107.0,,67288.0,
,,,184.215.863,208.139.093,5.307.969,85.880.945,22.953.680,184215863.0,208139093.0,5307969.0,85880945.0,22953680.0
