row_label_raw,row_label_full,col_0,01/01/2015 > Giá trị,01/01/2015 > Số có khả năng trả nợ,Trong năm > Tăng,Trong năm > Giảm,31/12/2015 > Giá trị,31/12/2015 > Số có khả năng trả nợ,numeric__01/01/2015 > Giá trị,numeric__01/01/2015 > Số có khả năng trả nợ,numeric__Trong năm > Tăng,numeric__Trong năm > Giảm,numeric__31/12/2015 > Giá trị,numeric__31/12/2015 > Số có khả năng trả nợ
,,,VND,VND,VND,VND,VND,VND,,,,,,
a) Vay ngắn hạn,a) Vay ngắn hạn,a) Vay ngắn hạn,a) Vay ngắn hạn,a) Vay ngắn hạn,a) Vay ngắn hạn,a) Vay ngắn hạn,a) Vay ngắn hạn,a) Vay ngắn hạn,,,,,,
Vay ngắn hạn,a) Vay ngắn hạn > Vay ngắn hạn,Vay ngắn hạn,295.431.801.655,295.431.801.655,588.177.586.912,650.057.695.268,233.551.693.299,233.551.693.299,295431801655.0,295431801655.0,588177586912.0,650057695268.0,233551693299.0,233551693299.0
Vay và nợ dài hạn đến hạn trả,a) Vay ngắn hạn > Vay và nợ dài hạn đến hạn trả,Vay và nợ dài hạn đến hạn trả,372.185.040.245,372.185.040.245,395.385.787.041,369.863.634.229,397.707.193.057,397.707.193.057,372185040245.0,372185040245.0,395385787041.0,369863634229.0,397707193057.0,397707193057.0
,,,667.616.841.900,667.616.841.900,983.563.373.953,1.019.921.329.497,631.258.886.356,631.258.886.356,667616841900.0,667616841900.0,983563373953.0,1019921329497.0,631258886356.0,631258886356.0
b) Vay dài hạn,b) Vay dài hạn,b) Vay dài hạn,b) Vay dài hạn,b) Vay dài hạn,b) Vay dài hạn,b) Vay dài hạn,b) Vay dài hạn,b) Vay dài hạn,,,,,,
Vay dài hạn,b) Vay dài hạn > Vay dài hạn,Vay dài hạn,1.020.610.396.045,1.020.610.396.045,195.829.361.511,504.709.188.289,711.730.569.267,711.730.569.267,1020610396045.0,1020610396045.0,195829361511.0,504709188289.0,711730569267.0,711730569267.0
Nợ thuê tài chính dài hạn,b) Vay dài hạn > Nợ thuê tài chính dài hạn,Nợ thuê tài chính dài hạn,2.069.693.811,2.069.693.811,2.935.522.809,1.349.248.473,3.655.968.147,3.655.968.147,2069693811.0,2069693811.0,2935522809.0,1349248473.0,3655968147.0,3655968147.0
,,,1.022.680.089.856,1.022.680.089.856,198.764.884.320,506.058.436.762,715.386.537.414,715.386.537.414,1022680089856.0,1022680089856.0,198764884320.0,506058436762.0,715386537414.0,715386537414.0
Khoản đến hạn trả trong vòng 12 tháng,b) Vay dài hạn > Khoản đến hạn trả trong vòng 12 tháng,Khoản đến hạn trả trong vòng 12 tháng,(372.185.040.245),(372.185.040.245),(395.385.787.041),(369.863.634.229),(397.707.193.057),(397.707.193.057),-372185040245.0,-372185040245.0,-395385787041.0,-369863634229.0,-397707193057.0,-397707193057.0
Khoản đến hạn trả sau 12 tháng,b) Vay dài hạn > Khoản đến hạn trả sau 12 tháng,Khoản đến hạn trả sau 12 tháng,650.495.049.611,650.495.049.611,,,317.679.344.357,317.679.344.357,650495049611.0,650495049611.0,,,317679344357.0,317679344357.0
