row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,31/12/2015 > VND,01/01/2015 > VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__31/12/2015 > VND,numeric__01/01/2015 > VND
300,300,300,C. NỘ PHẢI TRẢ,,5.787.752.336.788,6.939.801.557.319,,,5787752336788.0,6939801557319.0
310,310,310,I. Nợ ngắn hạn,,2.770.053.549.504,3.695.664.565.724,,,2770053549504.0,3695664565724.0
311,311,311,1. Phải trả người bán ngắn hạn,16,479.534.505.251,737.862.174.674,,16.0,479534505251.0,737862174674.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,,288.204.467.092,59.721.197.559,,,288204467092.0,59721197559.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,17,232.310.453.218,654.533.311.587,,17.0,232310453218.0,654533311587.0
314,314,314,4. Phải trả người lao động,,43.843.699.549,24.197.655.872,,,43843699549.0,24197655872.0
315,315,315,5. Chi phí phải trả ngắn hạn,18,496.903.859.713,1.046.643.211.772,,18.0,496903859713.0,1046643211772.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,19,24.736.681.152,44.695.791.399,,19.0,24736681152.0,44695791399.0
319,319,319,7. Phải trả ngắn hạn khác,20,335.785.454.274,310.085.158.644,,20.0,335785454274.0,310085158644.0
320,320,320,8. Vay và nợ thuê tài chính ngắn hạn,21,631.258.886.356,667.616.841.900,,21.0,631258886356.0,667616841900.0
321,321,321,9. Dự phòng phải trả ngắn hạn,22,219.370.538.467,150.211.722.172,,22.0,219370538467.0,150211722172.0
322,322,322,10. Quỹ khen thưởng phúc lợi,,18.105.004.432,97.500.145,,,18105004432.0,97500145.0
330,330,330,II. Nợ dài hạn,,3.017.698.787.284,3.244.136.991.595,,,3017698787284.0,3244136991595.0
336,336,336,3. Doanh thu chưa thực hiện dài hạn,19,2.614.503.784.488,2.553.793.921.970,,19.0,2614503784488.0,2553793921970.0
337,337,337,2. Phải trả dài hạn khác,20,16.520.188.209,9.605.529.005,,20.0,16520188209.0,9605529005.0
338,338,338,3. Vay và nợ thuê tài chính dài hạn,21,317.679.344.357,650.495.049.611,,21.0,317679344357.0,650495049611.0
342,342,342,4. Dự phòng phải trả dài hạn,22,52.749.355.580,-,,22.0,52749355580.0,
343,343,343,5. Quỹ phát triển khoa học và công nghệ,,16.246.114.650,30.242.491.009,,,16246114650.0,30242491009.0
