row_label_raw,row_label_full,col_0,Năm 2015,Từ 22/07/2014đến 31/12/2014,numeric__Năm 2015,numeric__Từ 22/07/2014đến 31/12/2014
,,,VND,VND,,
"Doanh thu bán hàng hóa, thành phẩm","Doanh thu bán hàng hóa, thành phẩm","Doanh thu bán hàng hóa, thành phẩm",2.952.121.954.034,1.787.718.538.788,2952121954034.0,1787718538788.0
- Doanh thu bán hàng hóa bắt động sản,- Doanh thu bán hàng hóa bắt động sản,- Doanh thu bán hàng hóa bắt động sản,1.562.146.867.853,1.169.171.974.285,1562146867853.0,1169171974285.0
"- Doanh thu bán các sản phẩm kính, guống","- Doanh thu bán các sản phẩm kính, guống","- Doanh thu bán các sản phẩm kính, guống",1.031.091.607.286,451.787.860.735,1031091607286.0,451787860735.0
"- Doanh thu bán các sản phẩm sứ, sen vòi và phụ kiện","- Doanh thu bán các sản phẩm sứ, sen vòi và phụ kiện","- Doanh thu bán các sản phẩm sứ, sen vòi và phụ kiện",344.042.792.790,149.074.562.413,344042792790.0,149074562413.0
- Doanh thu bán các sản phẩm gạch ốp lát,- Doanh thu bán các sản phẩm gạch ốp lát,- Doanh thu bán các sản phẩm gạch ốp lát,2.432.613.332,1.669.118.400,2432613332.0,1669118400.0
"- Doanh thu bán các sản phẩm gạch, ngói đất sét nung","- Doanh thu bán các sản phẩm gạch, ngói đất sét nung","- Doanh thu bán các sản phẩm gạch, ngói đất sét nung",8.416.516.884,4.273.972.830,8416516884.0,4273972830.0
- Doanh thu bán sản phẩm bê tông khí,- Doanh thu bán sản phẩm bê tông khí,- Doanh thu bán sản phẩm bê tông khí,814.458.973,6.275.302.800,814458973.0,6275302800.0
- Doanh thu về phí duy trì và phát triển thương hiệu,- Doanh thu về phí duy trì và phát triển thương hiệu,- Doanh thu về phí duy trì và phát triển thương hiệu,3.177.096.916,5.465.747.325,3177096916.0,5465747325.0
Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,447.625.380.727,148.989.863.902,447625380727.0,148989863902.0
"- Dịch vụ cho thuê bắt động sản, hạ tầng khu công nghiệp","- Dịch vụ cho thuê bắt động sản, hạ tầng khu công nghiệp","- Dịch vụ cho thuê bắt động sản, hạ tầng khu công nghiệp",185.807.248.860,55.577.476.569,185807248860.0,55577476569.0
"- Doanh thu từ các dịch vụ liên quan tới quản lý, vận hành","- Doanh thu từ các dịch vụ liên quan tới quản lý, vận hành","- Doanh thu từ các dịch vụ liên quan tới quản lý, vận hành",234.930.203.485,84.074.995.017,234930203485.0,84074995017.0
- Dịch vụ tư vấn xây dựng và thí nghiệp vật liệu xây dựng,- Dịch vụ tư vấn xây dựng và thí nghiệp vật liệu xây dựng,- Dịch vụ tư vấn xây dựng và thí nghiệp vật liệu xây dựng,4.417.616.651,-,4417616651.0,
- Doanh thu về phí duy trì và phát triển thương hiệu,- Doanh thu về phí duy trì và phát triển thương hiệu,- Doanh thu về phí duy trì và phát triển thương hiệu,11.629.665.268,5.939.260.423,11629665268.0,5939260423.0
- Dịch vụ khác,- Dịch vụ khác,- Dịch vụ khác,10.840.646.463,3.398.131.893,10840646463.0,3398131893.0
Doanh thu hợp đồng xây dựng,Doanh thu hợp đồng xây dựng,Doanh thu hợp đồng xây dựng,52.058.378.659,19.573.357.880,52058378659.0,19573357880.0
,,,3.451.805.713.420,1.956.281.760.570,3451805713420.0,1956281760570.0
