row_label_raw,row_label_full,col_0,Năm 2015,Từ 22/07/2014đến 31/12/2014,numeric__Năm 2015,numeric__Từ 22/07/2014đến 31/12/2014
,,,VND,VND,,
"Giá vốn của hàng hoá, thành phẩm đã bán","Giá vốn của hàng hoá, thành phẩm đã bán","Giá vốn của hàng hoá, thành phẩm đã bán",2.452.133.681.832,1.485.230.914.546,2452133681832.0,1485230914546.0
- Giá vốn hàng hóa bắt động sản,- Giá vốn hàng hóa bắt động sản,- Giá vốn hàng hóa bắt động sản,1.309.057.464.532,959.446.518.423,1309057464532.0,959446518423.0
"- Giá vốn bán các sản phẩm kính, gương","- Giá vốn bán các sản phẩm kính, gương","- Giá vốn bán các sản phẩm kính, gương",833.441.377.423,381.478.986.491,833441377423.0,381478986491.0
"- Giá vốn bán các sản phẩm sứ, sen vòi và phụ kiện","- Giá vốn bán các sản phẩm sứ, sen vòi và phụ kiện","- Giá vốn bán các sản phẩm sứ, sen vòi và phụ kiện",297.077.483.547,127.152.795.810,297077483547.0,127152795810.0
- Giá vốn bán các sản phẩm gach ốp lát,- Giá vốn bán các sản phẩm gach ốp lát,- Giá vốn bán các sản phẩm gach ốp lát,2.154.849.603,1.373.945.580,2154849603.0,1373945580.0
"- Giá vốn bán các sản phẩm gach, ngói đất sét nung","- Giá vốn bán các sản phẩm gach, ngói đất sét nung","- Giá vốn bán các sản phẩm gach, ngói đất sét nung",6.878.539.334,4.294.367.215,6878539334.0,4294367215.0
- Giá vốn bán sản phẩm bê tông khí,- Giá vốn bán sản phẩm bê tông khí,- Giá vốn bán sản phẩm bê tông khí,767.813.630,7.206.807.893,767813630.0,7206807893.0
- Giá vốn bán hàng khác,- Giá vốn bán hàng khác,- Giá vốn bán hàng khác,2.756.153.763,4.277.493.134,2756153763.0,4277493134.0
Giá vốn của dịch vụ đã cung cấp,Giá vốn của dịch vụ đã cung cấp,Giá vốn của dịch vụ đã cung cấp,287.474.742.258,89.971.636.686,287474742258.0,89971636686.0
"- Giá vốn dịch vụ cho thuê Bất động sản, hạ tầng","- Giá vốn dịch vụ cho thuê Bất động sản, hạ tầng","- Giá vốn dịch vụ cho thuê Bất động sản, hạ tầng",107.333.068.087,33.731.148.349,107333068087.0,33731148349.0
"- Giá vốn các dịch vụ liên quan tới quản lý, vận hành các khu công nghiệp, khu đô thị, chung cư","- Giá vốn các dịch vụ liên quan tới quản lý, vận hành các khu công nghiệp, khu đô thị, chung cư","- Giá vốn các dịch vụ liên quan tới quản lý, vận hành các khu công nghiệp, khu đô thị, chung cư",168.907.846.589,49.490.055.037,168907846589.0,49490055037.0
- Giá vốn dịch vụ tư vấn xây dựng và thí nghiệm vật liệu XD,- Giá vốn dịch vụ tư vấn xây dựng và thí nghiệm vật liệu XD,- Giá vốn dịch vụ tư vấn xây dựng và thí nghiệm vật liệu XD,1.834.163.825,-,1834163825.0,
- Giá vốn dịch vụ khác,- Giá vốn dịch vụ khác,- Giá vốn dịch vụ khác,9.399.663.757,6.750.433.300,9399663757.0,6750433300.0
Giá vốn của hợp đồng xây dựng,Giá vốn của hợp đồng xây dựng,Giá vốn của hợp đồng xây dựng,49.028.786.440,17.783.715.124,49028786440.0,17783715124.0
Dự phòng giảm giá hàng tồn kho,Dự phòng giảm giá hàng tồn kho,Dự phòng giảm giá hàng tồn kho,3.058.200.291,-,3058200291.0,
,,,2.791.695.410.821,1.592.986.266.356,2791695410821.0,1592986266356.0
