row_label_raw,row_label_full,col_0,Môi quan hệ,Năm 2015,Từ 22/07/2014đến 31/12/2014,numeric__Môi quan hệ,numeric__Năm 2015,numeric__Từ 22/07/2014đến 31/12/2014
,,,Môi quan hệ,VND,VND,,,
- Công ty Cổ phần Viglacera Thăng Long,- Công ty Cổ phần Viglacera Thăng Long,- Công ty Cổ phần Viglacera Thăng Long,Công ty con,107.352.000,136.816.774,,107352000.0,136816774.0
- Công ty Cổ phần Bao bì và má phanh Viglacera,- Công ty Cổ phần Bao bì và má phanh Viglacera,- Công ty Cổ phần Bao bì và má phanh Viglacera,Công ty con,49.588.000,33.206.900,,49588000.0,33206900.0
- Công ty Cổ phần Viglacera Từ Liêm,- Công ty Cổ phần Viglacera Từ Liêm,- Công ty Cổ phần Viglacera Từ Liêm,Công ty con,-,67.296.183,,,67296183.0
- Công ty Cổ phần Tư vấn Viglacera,- Công ty Cổ phần Tư vấn Viglacera,- Công ty Cổ phần Tư vấn Viglacera,Công ty con,10.641.010.734,7.344.253.184,,10641010734.0,7344253184.0
- Công ty Cổ phần Việt Trì Viglacera,- Công ty Cổ phần Việt Trì Viglacera,- Công ty Cổ phần Việt Trì Viglacera,Công ty con,9.141.230.000,4.418.850.550,,9141230000.0,4418850550.0
- Công ty Cổ phần Kính Viglacera Đáp Cầu,- Công ty Cổ phần Kính Viglacera Đáp Cầu,- Công ty Cổ phần Kính Viglacera Đáp Cầu,Công ty con,3.476.054.219,4.832.710.884,,3476054219.0,4832710884.0
- Công ty Cổ phần Cơ khí và Xây dựng Viglacera,- Công ty Cổ phần Cơ khí và Xây dựng Viglacera,- Công ty Cổ phần Cơ khí và Xây dựng Viglacera,Công ty con,15.008.628.609,-,,15008628609.0,
- Công ty Cổ phần Viglacera Hữu Hưng,- Công ty Cổ phần Viglacera Hữu Hưng,- Công ty Cổ phần Viglacera Hữu Hưng,Công ty con,-,100.321.150,,,100321150.0
- Công ty Cổ phần Viglacera Tiên Sơn,- Công ty Cổ phần Viglacera Tiên Sơn,- Công ty Cổ phần Viglacera Tiên Sơn,Công ty con,1.843.059.687,2.601.716.301,,1843059687.0,2601716301.0
- Công ty Cổ phần Thương mại Viglacera,- Công ty Cổ phần Thương mại Viglacera,- Công ty Cổ phần Thương mại Viglacera,Công ty con,68.182.838.638,28.571.780.449,,68182838638.0,28571780449.0
- Công ty Cổ phần Viglacera Vân Hải,- Công ty Cổ phần Viglacera Vân Hải,- Công ty Cổ phần Viglacera Vân Hải,Công ty con,436.461.818,-,,436461818.0,
- Công ty Cổ phần Khoáng sản Viglacera,- Công ty Cổ phần Khoáng sản Viglacera,- Công ty Cổ phần Khoáng sản Viglacera,Công ty con,13.402.151.290,8.975.533.980,,13402151290.0,8975533980.0
- Công ty Cổ phần Sư Viglacera Thanh Trì,- Công ty Cổ phần Sư Viglacera Thanh Trì,- Công ty Cổ phần Sư Viglacera Thanh Trì,Công ty con,1.459.332.564,2.064.133.102,,1459332564.0,2064133102.0
- Công ty Cổ phần Viglacera Hạ Long,- Công ty Cổ phần Viglacera Hạ Long,- Công ty Cổ phần Viglacera Hạ Long,Công ty con,6.928.967.734,2.298.587.510,,6928967734.0,2298587510.0
- Công ty Cổ phần Viglacera Hà Nội,- Công ty Cổ phần Viglacera Hà Nội,- Công ty Cổ phần Viglacera Hà Nội,Công ty con,33.920.032,80.881.079,,33920032.0,80881079.0
- Công ty Cổ phần Bê tông khí Viglacera,- Công ty Cổ phần Bê tông khí Viglacera,- Công ty Cổ phần Bê tông khí Viglacera,Công ty con,14.342.330.875,28.795.585.123,,14342330875.0,28795585123.0
- Công ty Cổ phần Vinafacade,- Công ty Cổ phần Vinafacade,- Công ty Cổ phần Vinafacade,Công ty con,1.912.097.240,-,,1912097240.0,
- Công ty Cổ phần Kinh doanh Gạch Óp lát Viglacera,- Công ty Cổ phần Kinh doanh Gạch Óp lát Viglacera,- Công ty Cổ phần Kinh doanh Gạch Óp lát Viglacera,Công ty con,614.383.673,503.461.511,,614383673.0,503461511.0
- Công ty Cổ phần Vật liệu chịu lửa Viglacera Cầu Đường,- Công ty Cổ phần Vật liệu chịu lửa Viglacera Cầu Đường,- Công ty Cổ phần Vật liệu chịu lửa Viglacera Cầu Đường,Công ty liên kết,-,550.849.645,,,550849645.0
Cổ tức được chia,Cổ tức được chia,Cổ tức được chia,Cổ tức được chia,Cổ tức được chia,Cổ tức được chia,,,
- Công ty Cổ phần Bao bì và má phanh Viglacera,Cổ tức được chia > - Công ty Cổ phần Bao bì và má phanh Viglacera,- Công ty Cổ phần Bao bì và má phanh Viglacera,Công ty con,252.450.000,-,,252450000.0,
- Công ty Cổ phần Tư vấn Viglacera,Cổ tức được chia > - Công ty Cổ phần Tư vấn Viglacera,- Công ty Cổ phần Tư vấn Viglacera,Công ty con,276.816.000,-,,276816000.0,
- Công ty Cổ phần Việt Trì Viglacera,Cổ tức được chia > - Công ty Cổ phần Việt Trì Viglacera,- Công ty Cổ phần Việt Trì Viglacera,Công ty con,1.754.250.000,-,,1754250000.0,
- Công ty Cổ phần Viglacera Tiên Sơn,Cổ tức được chia > - Công ty Cổ phần Viglacera Tiên Sơn,- Công ty Cổ phần Viglacera Tiên Sơn,Công ty con,6.058.800.000,-,,6058800000.0,
- Công ty Cổ phần Thương mại Viglacera,Cổ tức được chia > - Công ty Cổ phần Thương mại Viglacera,- Công ty Cổ phần Thương mại Viglacera,Công ty con,2.140.539.425,-,,2140539425.0,
- Công ty Cổ phần Viglacera Vân Hải,Cổ tức được chia > - Công ty Cổ phần Viglacera Vân Hải,- Công ty Cổ phần Viglacera Vân Hải,Công ty con,1.260.000.000,-,,1260000000.0,
- Công ty Cổ phần Viglacera Hạ Long,Cổ tức được chia > - Công ty Cổ phần Viglacera Hạ Long,- Công ty Cổ phần Viglacera Hạ Long,Công ty con,16.152.640.000,-,,16152640000.0,
- Công ty TNHH Kính nổi Việt Nam (VFG),Cổ tức được chia > - Công ty TNHH Kính nổi Việt Nam (VFG),- Công ty TNHH Kính nổi Việt Nam (VFG),Công ty liên kết,3.688.942.429,-,,3688942429.0,
Lãi vay phải thu trong năm,Lãi vay phải thu trong năm,Lãi vay phải thu trong năm,Lãi vay phải thu trong năm,Lãi vay phải thu trong năm,Lãi vay phải thu trong năm,,,
- Công ty Cổ phần Việt Trì Viglacera,Lãi vay phải thu trong năm > - Công ty Cổ phần Việt Trì Viglacera,- Công ty Cổ phần Việt Trì Viglacera,Công ty con,1.024.018.658,1.142.360.331,,1024018658.0,1142360331.0
- Công ty Cổ phần Kính Viglacera Đáp Cầu,Lãi vay phải thu trong năm > - Công ty Cổ phần Kính Viglacera Đáp Cầu,- Công ty Cổ phần Kính Viglacera Đáp Cầu,Công ty con,2.826.750.000,-,,2826750000.0,
