row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2015,Từ 22/07/2014đến 31/12/2014,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2015,numeric__Từ 22/07/2014đến 31/12/2014
,,,,,VND,VND,,,,
I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,,,,
01,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 01,01,Lợi nhuận trước thuế,,245.871.241.150,198.518.100.016,,,245871241150.0,198518100016.0
01,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 01,01,Điều chỉnh cho các khoản,,374.588.274.561,94.061.396.281,,,374588274561.0,94061396281.0
02,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 02,02,- Khấu hao tài sản cố định và Bất động sản đầu tư,,219.116.381.740,97.267.918.212,,,219116381740.0,97267918212.0
03,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 03,03,- Các khoản dự phòng,,176.321.199.025,1.224.445.773,,,176321199025.0,1224445773.0
04,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 04,04,"- Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ",,(2.132.942.520),(175.870.341),,,-2132942520.0,-175870341.0
05,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 05,05,"- Lãi, lỗ từ hoạt động đầu tư",,(52.728.711.052),(24.339.983.138),,,-52728711052.0,-24339983138.0
06,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 06,06,- Chi phí lãi vay,,46.043.140.283,20.084.885.775,,,46043140283.0,20084885775.0
07,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 07,07,- Các khoản điều chỉnh khác,,(12.030.792.915),-,,,-12030792915.0,
08,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 08,08,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,,620.459.515.711,292.579.496.297,,,620459515711.0,292579496297.0
09,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 09,09,"- Tăng, giảm các khoản phải thu",,(73.425.148.274),48.209.716.666,,,-73425148274.0,48209716666.0
10,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 10,10,"- Tăng, giảm hàng tồn kho",,1.038.222.870.312,(188.382.423.334),,,1038222870312.0,-188382423334.0
11,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 11,11,"- Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)",,(894.575.820.331),38.615.663.101,,,-894575820331.0,38615663101.0
12,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 12,12,"- Tăng, giảm chi phí trả trước",,54.313.743.084,39.628.705.740,,,54313743084.0,39628705740.0
14,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 14,14,- Tiền lãi vay đã trả,,(63.519.782.359),(36.257.525.191),,,-63519782359.0,-36257525191.0
15,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 15,15,- Thuế thu nhập doanh nghiệp đã nộp,,(78.345.328.328),(22.690.437.643),,,-78345328328.0,-22690437643.0
16,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 16,16,- Tiền thu khác từ hoạt động kinh doanh,,73.893.790.000,5.595.305.145,,,73893790000.0,5595305145.0
17,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 17,17,- Tiền chi khác cho hoạt động kinh doanh,,(31.124.654.224),(15.054.979.592),,,-31124654224.0,-15054979592.0
20,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 20,20,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,645.899.185.591,162.243.521.189,,,645899185591.0,162243521189.0
II. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,
21,II. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 21,21,"Tiền chi để mua sắm, xây dựng tài sản cố định và tài sản dài hạn khác",,(513.082.944.691),(65.022.172.753),,,-513082944691.0,-65022172753.0
22,II. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 22,22,"Tiền thu từ thanh lý, nhượng bán tài sản cố định và các tài sản dài hạn khác",,8.886.363.636,10.268.668.200,,,8886363636.0,10268668200.0
23,II. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 23,23,"Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",,-,(141.649.094),,,,-141649094.0
24,II. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 24,24,"Tiền thu hồi cho vay, bán lại công cụ nợ của đơn vị khác",,83.118.699,12.000.000.000,,,83118699.0,12000000000.0
25,II. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 25,25,Tiền chi đầu tư góp vốn vào đơn vị khác,,(11.820.000.000),(35.333.930.000),,,-11820000000.0,-35333930000.0
26,II. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 26,26,Tiền thu hồi đầu tư góp vốn vào đơn vị khác,,454.500.000,-,,,454500000.0,
27,II. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 27,27,"Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",,54.607.063.621,20.323.701.702,,,54607063621.0,20323701702.0
30,II. LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 30,30,Lưu chuyển tiền thuần từ hoạt động đầu tư,,(460.871.898.735),(57.905.381.945),,,-460871898735.0,-57905381945.0
