row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,31/12/2015 > VND,01/01/2015 > VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__31/12/2015 > VND,numeric__01/01/2015 > VND
400,400,400,D. VỐN CHỦ SỞ HỮU,,2.987.156.205.755,2.808.152.873.791,,,2987156205755.0,2808152873791.0
410,410,410,I. Vốn chủ sở hữu,23,2.982.173.805.755,2.802.655.068.791,,23.0,2982173805755.0,2802655068791.0
411,411,411,1. Vốn góp của chủ sở hữu,,2.645.000.000.000,2.645.000.000.000,,,2645000000000.0,2645000000000.0
411a,411a,411a,Cổ phiếu phổ thông có quyền biểu quyết,,2.645.000.000.000,2.645.000.000.000,,,2645000000000.0,2645000000000.0
412,412,412,2. Thặng dư vốn cổ phần,,18.687.162,18.687.162,,,18687162.0,18687162.0
421,421,421,3. Lợi nhuận sau thuế chưa phân phối,,270.155.118.593,157.636.381.629,,,270155118593.0,157636381629.0
421a,421a,421a,LNST chưa phân phối lũy kế đến cuối năm trước,,89.855.022.435,-,,,89855022435.0,
421b,421b,421b,LNST chưa phân phối năm nay,,180.300.096.158,157.636.381.629,,,180300096158.0,157636381629.0
422,422,422,4. Nguồn vốn đầu tư xây dựng cơ bản,,67.000.000.000,-,,,67000000000.0,
430,430,430,II. Nguồn kinh phí và quỹ khác,,4.982.400.000,5.497.805.000,,,4982400000.0,5497805000.0
431,431,431,1. Nguồn kinh phí,24,4.982.400.000,5.497.805.000,,24.0,4982400000.0,5497805000.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,8.774.908.542.543,9.747.954.431.110,,,8774908542543.0,9747954431110.0
