row_label_raw,row_label_full,col_0,Năm 2015,Từ 22/07/2014đến 31/12/2014,numeric__Năm 2015,numeric__Từ 22/07/2014đến 31/12/2014
,,,VND,VND,,
Thuế TNDN từ hoạt động kinh doanh chính,Thuế TNDN từ hoạt động kinh doanh chính,Thuế TNDN từ hoạt động kinh doanh chính,Thuế TNDN từ hoạt động kinh doanh chính,Thuế TNDN từ hoạt động kinh doanh chính,,
Tổng lợi nhuận kế toán trước thuế TNDN,Thuế TNDN từ hoạt động kinh doanh chính > Tổng lợi nhuận kế toán trước thuế TNDN,Tổng lợi nhuận kế toán trước thuế TNDN,76.293.302.376,73.885.327.420,76293302376.0,73885327420.0
Các khoản điều chỉnh tăng,Thuế TNDN từ hoạt động kinh doanh chính > Các khoản điều chỉnh tăng,Các khoản điều chỉnh tăng,73.367.848.401,1.926.536.914,73367848401.0,1926536914.0
- Các khoản chi phí không được trừ,Thuế TNDN từ hoạt động kinh doanh chính > - Các khoản chi phí không được trừ,- Các khoản chi phí không được trừ,73.367.848.401,1.926.536.914,73367848401.0,1926536914.0
Các khoản điều chỉnh giảm,Thuế TNDN từ hoạt động kinh doanh chính > Các khoản điều chỉnh giảm,Các khoản điều chỉnh giảm,(33.628.065.730),(85.652.957),-33628065730.0,-85652957.0
- Thu nhập từ chia cổ tức được miễn thuế TNDN,Thuế TNDN từ hoạt động kinh doanh chính > - Thu nhập từ chia cổ tức được miễn thuế TNDN,- Thu nhập từ chia cổ tức được miễn thuế TNDN,(31.841.392.354),(85.652.957),-31841392354.0,-85652957.0
- Lợi nhuận đã tính thuế năm trước,Thuế TNDN từ hoạt động kinh doanh chính > - Lợi nhuận đã tính thuế năm trước,- Lợi nhuận đã tính thuế năm trước,(1.786.673.376),-,-1786673376.0,
Thu nhập tính thuế TNDN,Thuế TNDN từ hoạt động kinh doanh chính > Thu nhập tính thuế TNDN,Thu nhập tính thuế TNDN,116.033.085.047,75.726.211.377,116033085047.0,75726211377.0
Chi phí thuế TNDN hiện hành (Thuế suất 22%),Thuế TNDN từ hoạt động kinh doanh chính > Chi phí thuế TNDN hiện hành (Thuế suất 22%),Chi phí thuế TNDN hiện hành (Thuế suất 22%),25.527.278.710,16.659.766.503,25527278710.0,16659766503.0
Các khoản điều chỉnh chi phí thuế TNDN của các năm trước vào chi phí thuế TNDN hiện hành ký này,Thuế TNDN từ hoạt động kinh doanh chính > Các khoản điều chỉnh chi phí thuế TNDN của các năm trước vào chi phí thuế TNDN hiện hành ký này,Các khoản điều chỉnh chi phí thuế TNDN của các năm trước vào chi phí thuế TNDN hiện hành ký này,1.807.694.362,-,1807694362.0,
Thuế TNDN phải nộp đầu năm,Thuế TNDN từ hoạt động kinh doanh chính > Thuế TNDN phải nộp đầu năm,Thuế TNDN phải nộp đầu năm,16.388.365.176,(271.401.327),16388365176.0,-271401327.0
Thuế TNDN đã nộp trong năm,Thuế TNDN từ hoạt động kinh doanh chính > Thuế TNDN đã nộp trong năm,Thuế TNDN đã nộp trong năm,(10.376.401.625),-,-10376401625.0,
Thuế TNDN phải nộp cuối kỳ từ hoạt động kinh doanh chính,Thuế TNDN từ hoạt động kinh doanh chính > Thuế TNDN phải nộp cuối kỳ từ hoạt động kinh doanh chính,Thuế TNDN phải nộp cuối kỳ từ hoạt động kinh doanh chính,33.346.936.623,16.388.365.176,33346936623.0,16388365176.0
Thuế TNDN từ hoạt động kinh doanh bất động sản,Thuế TNDN từ hoạt động kinh doanh bất động sản,Thuế TNDN từ hoạt động kinh doanh bất động sản,Thuế TNDN từ hoạt động kinh doanh bất động sản,Thuế TNDN từ hoạt động kinh doanh bất động sản,,
Tổng lợi nhuận kế toán từ hoạt động kinh doanh bất động sản,Thuế TNDN từ hoạt động kinh doanh bất động sản > Tổng lợi nhuận kế toán từ hoạt động kinh doanh bất động sản,Tổng lợi nhuận kế toán từ hoạt động kinh doanh bất động sản,169.577.938.774,117.696.938.633,169577938774.0,117696938633.0
Thu nhập chịu thuế TNDN,Thuế TNDN từ hoạt động kinh doanh bất động sản > Thu nhập chịu thuế TNDN,Thu nhập chịu thuế TNDN,169.577.938.774,117.696.938.633,169577938774.0,117696938633.0
- Thu nhập chịu thuế TNDN 22%,Thuế TNDN từ hoạt động kinh doanh bất động sản > - Thu nhập chịu thuế TNDN 22%,- Thu nhập chịu thuế TNDN 22%,172.384.933.168,110.391.237.614,172384933168.0,110391237614.0
- Thu nhập chịu thuế TNDN 10%,Thuế TNDN từ hoạt động kinh doanh bất động sản > - Thu nhập chịu thuế TNDN 10%,- Thu nhập chịu thuế TNDN 10%,(2.806.994.394),7.305.701.019,-2806994394.0,7305701019.0
