row_label_raw,row_label_full,col_0,Năm 2015,Từ 22/07/2014đến 31/12/2014,numeric__Năm 2015,numeric__Từ 22/07/2014đến 31/12/2014
,,,VND,VND,,
"Chi phí nguyên liệu, vật liệu","Chi phí nguyên liệu, vật liệu","Chi phí nguyên liệu, vật liệu",1.246.417.206.122,690.714.480.518,1246417206122.0,690714480518.0
Chi phí nhân công,Chi phí nhân công,Chi phí nhân công,379.829.752.370,186.070.545.476,379829752370.0,186070545476.0
"Chi phí công cụ, dụng cụ, đồ dùng","Chi phí công cụ, dụng cụ, đồ dùng","Chi phí công cụ, dụng cụ, đồ dùng",59.535.318.238,25.443.663.365,59535318238.0,25443663365.0
Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,219.116.381.740,97.369.061.755,219116381740.0,97369061755.0
"Thuế, phí và lệ phí","Thuế, phí và lệ phí","Thuế, phí và lệ phí",5.388.448.109,3.725.110.595,5388448109.0,3725110595.0
Chi phí dự phòng,Chi phí dự phòng,Chi phí dự phòng,2.563.544.450,5.606.109.911,2563544450.0,5606109911.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,191.913.870.023,124.156.097.932,191913870023.0,124156097932.0
Chi phí khác bằng tiền,Chi phí khác bằng tiền,Chi phí khác bằng tiền,245.870.059.767,211.207.972.456,245870059767.0,211207972456.0
,,,2.350.634.580.819,1.344.293.042.008,2350634580819.0,1344293042008.0
