row_label_raw,row_label_full,col_0,Mối quan hệ,31/12/2015,01/01/2015,numeric__Mối quan hệ,numeric__31/12/2015,numeric__01/01/2015
,,,Mối quan hệ,VND,VND,,,
Phải thu khách hàng,Phải thu khách hàng,Phải thu khách hàng,,210.873.470.621,264.775.033.319,,210873470621.0,264775033319.0
- Công ty Cổ phần Viglacera Thăng Long,- Công ty Cổ phần Viglacera Thăng Long,- Công ty Cổ phần Viglacera Thăng Long,Công ty con,6.304.766.553,6.376.437.531,,6304766553.0,6376437531.0
- Công ty Cổ phần Bao bì và Má Phanh Viglacera,- Công ty Cổ phần Bao bì và Má Phanh Viglacera,- Công ty Cổ phần Bao bì và Má Phanh Viglacera,Công ty con,-,874.887.341,,,874887341.0
- Công ty Cổ phần Viglacera Bá Hiến,- Công ty Cổ phần Viglacera Bá Hiến,- Công ty Cổ phần Viglacera Bá Hiến,Công ty con,4.852.155.708,4.788.740.208,,4852155708.0,4788740208.0
- Công ty Cổ phần Viglacera Từ Liêm,- Công ty Cổ phần Viglacera Từ Liêm,- Công ty Cổ phần Viglacera Từ Liêm,Công ty con,3.719.053.237,3.054.184.437,,3719053237.0,3054184437.0
- Công ty Cổ phần Viglacera Đông Anh,- Công ty Cổ phần Viglacera Đông Anh,- Công ty Cổ phần Viglacera Đông Anh,Công ty con,1.140.096.400,1.124.256.400,,1140096400.0,1124256400.0
- Công ty Cổ phần Tư vấn Viglacera,- Công ty Cổ phần Tư vấn Viglacera,- Công ty Cổ phần Tư vấn Viglacera,Công ty con,6.776.370.212,5.744.770.496,,6776370212.0,5744770496.0
- Công ty Cổ phần Việt Trì Viglacera,- Công ty Cổ phần Việt Trì Viglacera,- Công ty Cổ phần Việt Trì Viglacera,Công ty con,35.308.257.234,56.663.448.376,,35308257234.0,56663448376.0
- Công ty Cổ phần Kính Viglacera Đáp,- Công ty Cổ phần Kính Viglacera Đáp,- Công ty Cổ phần Kính Viglacera Đáp,Công ty con,103.456.547.230,115.002.915.129,,103456547230.0,115002915129.0
- Công ty Cổ phần Cơ khí và Xây dựng Viglacera,- Công ty Cổ phần Cơ khí và Xây dựng Viglacera,- Công ty Cổ phần Cơ khí và Xây dựng Viglacera,Công ty con,2.602.254.481,197.299.480,,2602254481.0,197299480.0
- Công ty Cổ phần Viglacera Hữu Hưng,- Công ty Cổ phần Viglacera Hữu Hưng,- Công ty Cổ phần Viglacera Hữu Hưng,Công ty con,2.350.173.453,2.115.259.653,,2350173453.0,2115259653.0
- Công ty Cổ phần Viglacera Tiên Sơn,- Công ty Cổ phần Viglacera Tiên Sơn,- Công ty Cổ phần Viglacera Tiên Sơn,Công ty con,2.856.054.081,1.704.425.357,,2856054081.0,1704425357.0
- Công ty Cổ phần Thương mại Viglacera,- Công ty Cổ phần Thương mại Viglacera,- Công ty Cổ phần Thương mại Viglacera,Công ty con,11.096.425.357,39.622.682.615,,11096425357.0,39622682615.0
- Công ty Cổ phần Viglacera Vân Hải,- Công ty Cổ phần Viglacera Vân Hải,- Công ty Cổ phần Viglacera Vân Hải,Công ty con,1.360.950.000,1.764.230.000,,1360950000.0,1764230000.0
- Công ty Cổ phần Khoáng sản Viglacera,- Công ty Cổ phần Khoáng sản Viglacera,- Công ty Cổ phần Khoáng sản Viglacera,Công ty con,393.296.600,330.805.600,,393296600.0,330805600.0
- Công ty Cổ phần Sử Viglacera Thanh Tri,- Công ty Cổ phần Sử Viglacera Thanh Tri,- Công ty Cổ phần Sử Viglacera Thanh Tri,Công ty con,-,-,,,
- Công ty Cổ phần Viglacera Hạ Long,- Công ty Cổ phần Sử Viglacera Thanh Tri > - Công ty Cổ phần Viglacera Hạ Long,- Công ty Cổ phần Viglacera Hạ Long,Công ty con,87.200.000,-,,87200000.0,
- Công ty Cổ phần Viglacera Hà Nội,- Công ty Cổ phần Sử Viglacera Thanh Tri > - Công ty Cổ phần Viglacera Hà Nội,- Công ty Cổ phần Viglacera Hà Nội,Công ty con,156.612.456,-,,156612456.0,
- Công ty Cổ phần Bê tông khí Viglacera,- Công ty Cổ phần Sử Viglacera Thanh Tri > - Công ty Cổ phần Bê tông khí Viglacera,- Công ty Cổ phần Bê tông khí Viglacera,Công ty con,8.491.387.814,8.815.557.919,,8491387814.0,8815557919.0
- Công ty Cổ phần Viglacera Đông Triều,- Công ty Cổ phần Sử Viglacera Thanh Tri > - Công ty Cổ phần Viglacera Đông Triều,- Công ty Cổ phần Viglacera Đông Triều,Công ty con,11.041.428.614,10.985.258.614,,11041428614.0,10985258614.0
- Công ty Cổ phần Kinh doanh Gạch Óp lát Viglacera,- Công ty Cổ phần Sử Viglacera Thanh Tri > - Công ty Cổ phần Kinh doanh Gạch Óp lát Viglacera,- Công ty Cổ phần Kinh doanh Gạch Óp lát Viglacera,Công ty con,182.764.500,-,,182764500.0,
- Công ty Cổ phần Vinafacade,- Công ty Cổ phần Sử Viglacera Thanh Tri > - Công ty Cổ phần Vinafacade,- Công ty Cổ phần Vinafacade,Công ty Con,1.289.688.500,-,,1289688500.0,
- Công ty TNHH MTV Lắp dựng Kính Viglacera,- Công ty Cổ phần Sử Viglacera Thanh Tri > - Công ty TNHH MTV Lắp dựng Kính Viglacera,- Công ty TNHH MTV Lắp dựng Kính Viglacera,Công ty Con,1.062.868.131,-,,1062868131.0,
- Công ty TNHH Kính nổi Việt Nam (VFG),- Công ty Cổ phần Sử Viglacera Thanh Tri > - Công ty TNHH Kính nổi Việt Nam (VFG),- Công ty TNHH Kính nổi Việt Nam (VFG),Công ty liên kết,503.306.250,478.035.000,,503306250.0,478035000.0
- Công ty Cổ phần Viglacera Từ Sơn,- Công ty Cổ phần Sử Viglacera Thanh Tri > - Công ty Cổ phần Viglacera Từ Sơn,- Công ty Cổ phần Viglacera Từ Sơn,Công ty liên kết,175.561.821,266.876.497,,175561821.0,266876497.0
- Công ty Cổ phần Viglacera Hạ Long I,- Công ty Cổ phần Sử Viglacera Thanh Tri > - Công ty Cổ phần Viglacera Hạ Long I,- Công ty Cổ phần Viglacera Hạ Long I,Công ty liên kết,453.784.362,305.603.862,,453784362.0,305603862.0
- Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,- Công ty Cổ phần Sử Viglacera Thanh Tri > - Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,- Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,Công ty liên kết,440.775.600,375.407.000,,440775600.0,375407000.0
- Công ty Cổ phần Vật liệu chịu lửa Viglacera Cầu Dương,- Công ty Cổ phần Sử Viglacera Thanh Tri > - Công ty Cổ phần Vật liệu chịu lửa Viglacera Cầu Dương,- Công ty Cổ phần Vật liệu chịu lửa Viglacera Cầu Dương,Công ty liên kết,4.771.692.027,4.183.951.804,,4771692027.0,4183951804.0
