row_label_raw,row_label_full,col_0,Số tiền,numeric__Số tiền
,,,VND,
Trích Quỹ khen thưởng phúc lợi,Trích Quỹ khen thưởng phúc lợi,Trích Quỹ khen thưởng phúc lợi,2.000.000.000,2000000000.0
Chi trả cổ tức,Chi trả cổ tức,Chi trả cổ tức,66.125.000.000,66125000000.0
(tương ứng mỗi cổ phần nhận 250 VND),(tương ứng mỗi cổ phần nhận 250 VND),(tương ứng mỗi cổ phần nhận 250 VND),(tương ứng mỗi cổ phần nhận 250 VND),
