row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,31/12/2015 > VND,01/01/2015 > VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__31/12/2015 > VND,numeric__01/01/2015 > VND
100,100,100,A. TÀI SẢN NGẮN HẠN,,3.658.545.083.576,4.831.805.828.210,,,3658545083576.0,4831805828210.0
110,110,110,I. Tiền và các khoản tương đương tiền,3,528.606.364.525,753.829.010.563,,3.0,528606364525.0,753829010563.0
111,111,111,1. Tiền,,268.338.789.544,205.419.816.575,,,268338789544.0,205419816575.0
112,112,112,2. Các khoản tương đương tiền,,260.267.574.981,548.409.193.988,,,260267574981.0,548409193988.0
120,120,120,II. Các khoản đầu tư tài chính ngắn hạn,4,58.530.395,141.649.094,,4.0,58530395.0,141649094.0
123,123,123,1. Đầu tư nắm giữ đến ngày đáo hạn,,58.530.395,141.649.094,,,58530395.0,141649094.0
130,130,130,III. Các khoản phải thu ngắn hạn,,1.268.784.650.801,1.163.766.423.229,,,1268784650801.0,1163766423229.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,5,970.491.645.816,878.091.823.899,,5.0,970491645816.0,878091823899.0
132,132,132,2. Trả trước cho người bán ngắn hạn,,110.874.178.721,105.337.313.286,,,110874178721.0,105337313286.0
135,135,135,3. Phải thu về cho vay ngắn hạn,6,15.332.200.216,15.332.200.216,,6.0,15332200216.0,15332200216.0
136,136,136,4. Phải thu ngắn hạn khác,7,177.198.080.118,170.560.523.033,,7.0,177198080118.0,170560523033.0
137,137,137,5. Dự phòng phải thu ngắn hạn khó đòi,,(5.111.454.070),(5.606.109.911),,,-5111454070.0,-5606109911.0
139,139,139,6. Tài sản thiếu chờ xử lý,,-,50.672.706,,,,50672706.0
140,140,140,IV. Hàng tồn kho,9,1.773.732.771.077,2.815.013.841.680,,9.0,1773732771077.0,2815013841680.0
141,141,141,1. Hàng tồn kho,,1.776.790.971.368,2.815.013.841.680,,,1776790971368.0,2815013841680.0
149,149,149,2. Dự phòng giảm giá hàng tồn kho,,(3.058.200.291),-,,,-3058200291.0,
150,150,150,V. Tài sản ngắn hạn khác,,87.362.766.778,99.054.903.644,,,87362766778.0,99054903644.0
151,151,151,1. Chi phí trả trước ngắn hạn,10,4.367.904.915,3.030.132.356,,10.0,4367904915.0,3030132356.0
152,152,152,2. Thuế GTGT được khấu trừ,,51.483.415.353,86.650.911.242,,,51483415353.0,86650911242.0
153,153,153,3. Thuế và các khoản khác phải thu Nhà nước,17,31.511.446.510,9.373.860.046,,17.0,31511446510.0,9373860046.0
