row_label_raw,row_label_full,31/12/2015 > Giá trị,31/12/2015 > Số có khả năng trả nợ,01/01/2015 > Giá trị,01/01/2015 > Số có khả năng trả nợ,numeric__31/12/2015 > Số có khả năng trả nợ,numeric__01/01/2015 > Giá trị,numeric__01/01/2015 > Số có khả năng trả nợ
VND,VND,VND,VND,VND,VND,,,
9.633.785.849,VND > 9.633.785.849,9.633.785.849,9.633.785.849,39.120.302.359,39.120.302.359,9633785849.0,39120302359.0,39120302359.0
19.127.608.408,VND > 19.127.608.408,19.127.608.408,19.127.608.408,31.827.483.129,31.827.483.129,19127608408.0,31827483129.0,31827483129.0
13.932.573.806,VND > 13.932.573.806,13.932.573.806,13.932.573.806,12.644.617.646,12.644.617.646,13932573806.0,12644617646.0,12644617646.0
13.056.645.823,VND > 13.056.645.823,13.056.645.823,13.056.645.823,24.657.033.668,24.657.033.668,13056645823.0,24657033668.0,24657033668.0
-,VND > -,-,-,38.769.997.759,38.769.997.759,,38769997759.0,38769997759.0
9.388.507.820,VND > 9.388.507.820,9.388.507.820,9.388.507.820,41.330.877.457,41.330.877.457,9388507820.0,41330877457.0,41330877457.0
414.395.383.545,VND > 414.395.383.545,414.395.383.545,414.395.383.545,549.511.862.656,549.511.862.656,414395383545.0,549511862656.0,549511862656.0
479.534.505.251,VND > 479.534.505.251,479.534.505.251,479.534.505.251,737.862.174.674,737.862.174.674,479534505251.0,737862174674.0,737862174674.0
29.459.010.772,VND > 29.459.010.772,29.459.010.772,29.459.010.772,115.400.792.946,115.400.792.946,29459010772.0,115400792946.0,115400792946.0
