row_label_raw,row_label_full,col_0,Năm 2015,Từ 22/07/2014đến 31/12/2014,numeric__Năm 2015,numeric__Từ 22/07/2014đến 31/12/2014
,,,VND,VND,,
"Doanh thu bán hàng hóa, thành phẩm","Doanh thu bán hàng hóa, thành phẩm","Doanh thu bán hàng hóa, thành phẩm",3.000.592.227.729,1.800.581.986.441,3000592227729.0,1800581986441.0
- Doanh thu bán hàng hóa bắt động sản,- Doanh thu bán hàng hóa bắt động sản,- Doanh thu bán hàng hóa bắt động sản,1.562.146.867.853,1.159.367.166.930,1562146867853.0,1159367166930.0
"- Doanh thu bán các sản phẩm kinh, gương","- Doanh thu bán các sản phẩm kinh, gương","- Doanh thu bán các sản phẩm kinh, gương",1.077.351.235.458,474.167.737.670,1077351235458.0,474167737670.0
"- Doanh thu bán các sản phẩm sứ, sen vòi và phụ kiện","- Doanh thu bán các sản phẩm sứ, sen vòi và phụ kiện","- Doanh thu bán các sản phẩm sứ, sen vòi và phụ kiện",346.253.438.313,149.362.940.486,346253438313.0,149362940486.0
- Doanh thu bán các sản phẩm gạch ốp lát,- Doanh thu bán các sản phẩm gạch ốp lát,- Doanh thu bán các sản phẩm gạch ốp lát,2.432.613.332,1.669.118.400,2432613332.0,1669118400.0
"- Doanh thu bán các sản phẩm gạch, ngói đất sét nung","- Doanh thu bán các sản phẩm gạch, ngói đất sét nung","- Doanh thu bán các sản phẩm gạch, ngói đất sét nung",8.416.516.884,4.273.972.830,8416516884.0,4273972830.0
- Doanh thu bán sản phẩm bê tông khí,- Doanh thu bán sản phẩm bê tông khí,- Doanh thu bán sản phẩm bê tông khí,814.458.973,6.275.302.800,814458973.0,6275302800.0
- Doanh thu bán hàng khác,- Doanh thu bán hàng khác,- Doanh thu bán hàng khác,3.177.096.916,5.465.747.325,3177096916.0,5465747325.0
Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,447.625.380.727,158.794.671.257,447625380727.0,158794671257.0
"- Dịch vụ cho thuê bắt động sản, hạ tầng khu công nghiệp","- Dịch vụ cho thuê bắt động sản, hạ tầng khu công nghiệp","- Dịch vụ cho thuê bắt động sản, hạ tầng khu công nghiệp",185.807.248.860,65.382.283.924,185807248860.0,65382283924.0
"- Doanh thu từ các dịch vụ liên quan tới quản lý, vận hành các khu công nghiệp, khu đô thị, chung cu\( ^{[1]} \)","- Doanh thu từ các dịch vụ liên quan tới quản lý, vận hành các khu công nghiệp, khu đô thị, chung cu\( ^{[1]} \)","- Doanh thu từ các dịch vụ liên quan tới quản lý, vận hành các khu công nghiệp, khu đô thị, chung cu\( ^{[1]} \)",234.930.203.485,84.074.995.017,234930203485.0,84074995017.0
- Dịch vụ tư vấn xây dựng và thí nghiệp vật liệu xây dựng,- Dịch vụ tư vấn xây dựng và thí nghiệp vật liệu xây dựng,- Dịch vụ tư vấn xây dựng và thí nghiệp vật liệu xây dựng,4.417.616.651,-,4417616651.0,
- Doanh thu về phí duy trì và phát triển thương hiệu\( ^{[2]} \),- Doanh thu về phí duy trì và phát triển thương hiệu\( ^{[2]} \),- Doanh thu về phí duy trì và phát triển thương hiệu\( ^{[2]} \),11.629.665.268,5.939.260.423,11629665268.0,5939260423.0
- Dịch vụ khác,- Dịch vụ khác,- Dịch vụ khác,10.840.646.463,3.398.131.893,10840646463.0,3398131893.0
Doanh thu hợp đồng xây dựng,Doanh thu hợp đồng xây dựng,Doanh thu hợp đồng xây dựng,52.058.378.659,19.573.357.880,52058378659.0,19573357880.0
,,,3.500.275.987.115,1.978.950.015.578,3500275987115.0,1978950015578.0
Doanh thu đối với các bên liên quan,Doanh thu đối với các bên liên quan,Doanh thu đối với các bên liên quan,334.840.543.226,149.334.298.351,334840543226.0,149334298351.0
