row_label_raw,row_label_full,col_0,Kinh doanh Bất động sản và xây dựng,"Sản xuất và kinh doanh Kính, Sử, Sen vòi",Thương mại và dịch vụ khác,Tổng cộng các bộ phận,Loại trừ,Tổng cộng toàn Doanh nghiệp,numeric__Kinh doanh Bất động sản và xây dựng,"numeric__Sản xuất và kinh doanh Kính, Sử, Sen vòi",numeric__Thương mại và dịch vụ khác,numeric__Tổng cộng các bộ phận,numeric__Loại trừ,numeric__Tổng cộng toàn Doanh nghiệp
,,,VND,VND,VND,VND,VND,VND,,,,,,
Doanh thu thuần từ bán hàng và dịch vụ,Doanh thu thuần từ bán hàng và dịch vụ,Doanh thu thuần từ bán hàng và dịch vụ,2.034.942.698.857,1.375.134.400.076,41.728.614.487,3.451.805.713.420,,3.451.805.713.420,2034942698857.0,1375134400076.0,41728614487.0,3451805713420.0,,3451805713420.0
Giá vốn của hàng bán ra bên ngoài,Giá vốn của hàng bán ra bên ngoài,Giá vốn của hàng bán ra bên ngoài,1.634.327.165.648,1.133.577.061.261,23.791.183.912,2.791.695.410.821,-,2.791.695.410.821,1634327165648.0,1133577061261.0,23791183912.0,2791695410821.0,,2791695410821.0
Lợi nhuận từ hoạt động kinh doan,Lợi nhuận từ hoạt động kinh doan,Lợi nhuận từ hoạt động kinh doan,400.615.533.209,241.557.338.815,17.937.430.575,660.110.302.599,-,660.110.302.599,400615533209.0,241557338815.0,17937430575.0,660110302599.0,,660110302599.0
Tổng chi phí mua tài sản cố định,Tổng chi phí mua tài sản cố định,Tổng chi phí mua tài sản cố định,508.329.073.200,68.554.497.353,244.090.909,577.127.661.462,-,577.127.661.462,508329073200.0,68554497353.0,244090909.0,577127661462.0,,577127661462.0
Tài sản bộ phận,Tài sản bộ phận,Tài sản bộ phận,9.173.744.164.847,1.096.387.036.778,6.858.548.066,10.276.989.749.691,(2.193.865.069.957),8.083.124.679.734,9173744164847.0,1096387036778.0,6858548066.0,10276989749691.0,-2193865069957.0,8083124679734.0
Tài sản không phân bổ,Tài sản không phân bổ,Tài sản không phân bổ,-,-,-,-,-,691.783.862.809,,,,,,691783862809.0
Tổng tài sản,Tổng tài sản,Tổng tài sản,9.173.744.164.847,1.096.387.036.778,6.858.548.066,10.276.989.749.691,(2.193.865.069.957),8.774.908.542.543,9173744164847.0,1096387036778.0,6858548066.0,10276989749691.0,-2193865069957.0,8774908542543.0
Nợ phải trả của các bộ phận,Nợ phải trả của các bộ phận,Nợ phải trả của các bộ phận,7.012.806.419.545,963.615.859.298,5.195.127.902,7.981.617.406.745,(2.193.865.069.957),5.787.752.336.788,7012806419545.0,963615859298.0,5195127902.0,7981617406745.0,-2193865069957.0,5787752336788.0
Tổng nợ phải trả,Tổng nợ phải trả,Tổng nợ phải trả,7.012.806.419.545,963.615.859.298,5.195.127.902,7.981.617.406.745,(2.193.865.069.957),5.787.752.336.788,7012806419545.0,963615859298.0,5195127902.0,7981617406745.0,-2193865069957.0,5787752336788.0
Theo khu vực địa lý,Theo khu vực địa lý,Theo khu vực địa lý,Theo khu vực địa lý,Theo khu vực địa lý,Theo khu vực địa lý,Theo khu vực địa lý,Theo khu vực địa lý,Theo khu vực địa lý,,,,,,
,,,Hà Nội,Bắc Ninh,Bình Dương,Tổng cộng các bộ phận,Loại trừ,Tổng cộng toàn Doanh nghiệp,,,,,,
,,,VND,VND,VND,VND,VND,VND,,,,,,
Doanh thu thuần từ bán hàng ra bên ngoài,Theo khu vực địa lý > Doanh thu thuần từ bán hàng ra bên ngoài,Doanh thu thuần từ bán hàng ra bên ngoài,1.249.969.471.405,1.868.197.946.463,1.244.481.071.279,4.362.648.489.147,(910.842.775.727),3.451.805.713.420,1249969471405.0,1868197946463.0,1244481071279.0,4362648489147.0,-910842775727.0,3451805713420.0
Tài sản bộ phận,Theo khu vực địa lý > Tài sản bộ phận,Tài sản bộ phận,8.121.192.527.286,1.865.466.670.176,982.114.415.038,10.968.773.612.500,(2.193.865.069.957),8.774.908.542.543,8121192527286.0,1865466670176.0,982114415038.0,10968773612500.0,-2193865069957.0,8774908542543.0
