row_label_raw,row_label_full,col_0,Mối quan hệ,Năm 2015,Từ 22/07/2014đến 31/12/2014,numeric__Mối quan hệ,numeric__Năm 2015,numeric__Từ 22/07/2014đến 31/12/2014
,,,Mối quan hệ,VND,VND,,,
Góp vốn vào Công ty,Góp vốn vào Công ty,Góp vốn vào Công ty,Góp vốn vào Công ty,Góp vốn vào Công ty,Góp vốn vào Công ty,,,
- Công ty Cổ phần Viglacera Tiên Sơn,Góp vốn vào Công ty > - Công ty Cổ phần Viglacera Tiên Sơn,- Công ty Cổ phần Viglacera Tiên Sơn,Công ty Con,10.200.000.000,-,,10200000000.0,
- Công ty Cổ phần Viglacera Hạ Long,Góp vốn vào Công ty > - Công ty Cổ phần Viglacera Hạ Long,- Công ty Cổ phần Viglacera Hạ Long,Công ty Con,-,35.333.930.000,,,35333930000.0
- Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,Góp vốn vào Công ty > - Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,- Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,Công ty liên kết,-,955.290.000,,,955290000.0
Doanh thu bán hàng,Doanh thu bán hàng,Doanh thu bán hàng,Doanh thu bán hàng,Doanh thu bán hàng,Doanh thu bán hàng,,,
- Công ty Cổ phần Bao bi và má phanh Viglacera,Doanh thu bán hàng > - Công ty Cổ phần Bao bi và má phanh Viglacera,- Công ty Cổ phần Bao bi và má phanh Viglacera,Công ty con,4.892.000,321.000,,4892000.0,321000.0
- Công ty Cổ phần Viglacera Bá Hiển,Doanh thu bán hàng > - Công ty Cổ phần Viglacera Bá Hiển,- Công ty Cổ phần Viglacera Bá Hiển,Công ty con,-,16.200.000,,,16200000.0
- Công ty Cổ phần Viglacera Từ Liêm,Doanh thu bán hàng > - Công ty Cổ phần Viglacera Từ Liêm,- Công ty Cổ phần Viglacera Từ Liêm,Công ty con,20.000.000,-,,20000000.0,
- Công ty Cổ phần Viglacera Đông Anh,Doanh thu bán hàng > - Công ty Cổ phần Viglacera Đông Anh,- Công ty Cổ phần Viglacera Đông Anh,Công ty con,12.500.000,-,,12500000.0,
- Công ty Cổ phần Tư vấn Viglacera,Doanh thu bán hàng > - Công ty Cổ phần Tư vấn Viglacera,- Công ty Cổ phần Tư vấn Viglacera,Công ty con,683.489.322,-,,683489322.0,
- Công ty Cổ phần Việt Trì Viglacera,Doanh thu bán hàng > - Công ty Cổ phần Việt Trì Viglacera,- Công ty Cổ phần Việt Trì Viglacera,Công ty con,645.057.800,201.396.000,,645057800.0,201396000.0
- Công ty Cổ phần Kính Viglacera Đáp,Doanh thu bán hàng > - Công ty Cổ phần Kính Viglacera Đáp,- Công ty Cổ phần Kính Viglacera Đáp,Công ty con,530.039.986,-,,530039986.0,
- Công ty Cổ phần Cơ khí và Xây dựng Viglacera,Doanh thu bán hàng > - Công ty Cổ phần Cơ khí và Xây dựng Viglacera,- Công ty Cổ phần Cơ khí và Xây dựng Viglacera,Công ty con,2.639.737.143,-,,2639737143.0,
- Công ty Cổ phần Viglacera Hữu Hưng,Doanh thu bán hàng > - Công ty Cổ phần Viglacera Hữu Hưng,- Công ty Cổ phần Viglacera Hữu Hưng,Công ty con,199.758.000,-,,199758000.0,
- Công ty Cổ phần Viglacera Tiên Sơn,Doanh thu bán hàng > - Công ty Cổ phần Viglacera Tiên Sơn,- Công ty Cổ phần Viglacera Tiên Sơn,Công ty con,4.287.068.795,948.750.000,,4287068795.0,948750000.0
- Công ty Cổ phần Thương mại Viglacera,Doanh thu bán hàng > - Công ty Cổ phần Thương mại Viglacera,- Công ty Cổ phần Thương mại Viglacera,Công ty con,313.005.751.411,136.435.442.084,,313005751411.0,136435442084.0
- Công ty Cổ phần Viglacera Vân Hải,Doanh thu bán hàng > - Công ty Cổ phần Viglacera Vân Hải,- Công ty Cổ phần Viglacera Vân Hải,Công ty con,156.290.000,78.066.000,,156290000.0,78066000.0
- Công ty Cổ phần Khoáng sản Viglacera,Doanh thu bán hàng > - Công ty Cổ phần Khoáng sản Viglacera,- Công ty Cổ phần Khoáng sản Viglacera,Công ty con,343.748.182,155.846.000,,343748182.0,155846000.0
- Công ty Cổ phần Sử Viglacera Thanh Trì,Doanh thu bán hàng > - Công ty Cổ phần Sử Viglacera Thanh Trì,- Công ty Cổ phần Sử Viglacera Thanh Trì,Công ty con,486.043.000,440.910.000,,486043000.0,440910000.0
- Công ty Cổ phần Viglacera Hạ Long,Doanh thu bán hàng > - Công ty Cổ phần Viglacera Hạ Long,- Công ty Cổ phần Viglacera Hạ Long,Công ty con,4.721.174.284,2.637.056.000,,4721174284.0,2637056000.0
- Công ty Cổ phần Viglacera Hà Nội,Doanh thu bán hàng > - Công ty Cổ phần Viglacera Hà Nội,- Công ty Cổ phần Viglacera Hà Nội,Công ty con,142.374.960,7.049.861.042,,142374960.0,7049861042.0
- Công ty Cổ phần Bê tông khí Viglacera,Doanh thu bán hàng > - Công ty Cổ phần Bê tông khí Viglacera,- Công ty Cổ phần Bê tông khí Viglacera,Công ty con,2.403.976.659,339.928.437,,2403976659.0,339928437.0
- Công ty Cổ phần Vinafacade,Doanh thu bán hàng > - Công ty Cổ phần Vinafacade,- Công ty Cổ phần Vinafacade,Công ty con,385.618.909,-,,385618909.0,
- Công ty Cổ phần Gạch Clinker Viglacera,Doanh thu bán hàng > - Công ty Cổ phần Gạch Clinker Viglacera,- Công ty Cổ phần Gạch Clinker Viglacera,Công ty con,61.792.727,-,,61792727.0,
- Công ty Cổ phần Kinh doanh Gạch Óp lát Viglacera,Doanh thu bán hàng > - Công ty Cổ phần Kinh doanh Gạch Óp lát Viglacera,- Công ty Cổ phần Kinh doanh Gạch Óp lát Viglacera,Công ty con,2.690.440.838,800.408.588,,2690440838.0,800408588.0
- Công ty TNHH MTV Lắp dựng Kính Viglacera,Doanh thu bán hàng > - Công ty TNHH MTV Lắp dựng Kính Viglacera,- Công ty TNHH MTV Lắp dựng Kính Viglacera,Công ty con,1.420.789.210,-,,1420789210.0,
- Công ty Cổ phần Viglacera Thăng Long,Doanh thu bán hàng > - Công ty Cổ phần Viglacera Thăng Long,- Công ty Cổ phần Viglacera Thăng Long,Công ty Con,-,20.000.000,,,20000000.0
- Công ty Cổ phần Viglacera Từ Sơn,Doanh thu bán hàng > - Công ty Cổ phần Viglacera Từ Sơn,- Công ty Cổ phần Viglacera Từ Sơn,Công ty liên kết,-,210.113.200,,,210113200.0
