row_label_raw,row_label_full,col_0,Mối quan hệ,Năm 2024,Năm 2023,numeric__Mối quan hệ,numeric__Năm 2024,numeric__Năm 2023
,,,Mối quan hệ,VND,VND,,,
Doanh thu bán hàng,Doanh thu bán hàng,Doanh thu bán hàng,Doanh thu bán hàng,3.997.788.786,4.049.361.095,,3997788786.0,4049361095.0
- Công ty Cổ phần Phát triển Phú Mỹ,- Công ty Cổ phần Phát triển Phú Mỹ,- Công ty Cổ phần Phát triển Phú Mỹ,Công ty liên kết,3.008.872.728,2.992.319.000,,3008872728.0,2992319000.0
- Công ty Cổ phần Hưng Vương,- Công ty Cổ phần Hưng Vương,- Công ty Cổ phần Hưng Vương,Công ty liên kết,308.322.782,586.346.176,,308322782.0,586346176.0
- Công ty Cổ phần May mặc Bình Dương,- Công ty Cổ phần May mặc Bình Dương,- Công ty Cổ phần May mặc Bình Dương,Công ty liên kết,598.297.826,389.958.699,,598297826.0,389958699.0
- Công ty TNHH MTV Đầu tư và Quản lý Dự án Bình Dương,- Công ty TNHH MTV Đầu tư và Quản lý Dự án Bình Dương,- Công ty TNHH MTV Đầu tư và Quản lý Dự án Bình Dương,Đại diện vốn của cổ đông Nhà nước,-,20.820.543,,,20820543.0
- Công ty Cổ phần Đầu tư & Phát triển Tân Thành,- Công ty Cổ phần Đầu tư & Phát triển Tân Thành,- Công ty Cổ phần Đầu tư & Phát triển Tân Thành,Công ty liên kết,12.126.932,8.802.420,,12126932.0,8802420.0
- Công ty TNHH FrieslandCampina VN,- Công ty TNHH FrieslandCampina VN,- Công ty TNHH FrieslandCampina VN,Công ty liên kết,70.168.518,51.114.257,,70168518.0,51114257.0
"Mua hàng hóa, dịch vụ","Mua hàng hóa, dịch vụ","Mua hàng hóa, dịch vụ","Mua hàng hóa, dịch vụ",3.750.490.594,4.214.478.815,,3750490594.0,4214478815.0
- Công ty Cổ phần Phát triển Phú Mỹ,- Công ty Cổ phần Phát triển Phú Mỹ,- Công ty Cổ phần Phát triển Phú Mỹ,Công ty liên kết,405.011.275,247.096.172,,405011275.0,247096172.0
- Công ty Cổ phần Đầu tư & Phát triển Tân Thành,- Công ty Cổ phần Đầu tư & Phát triển Tân Thành,- Công ty Cổ phần Đầu tư & Phát triển Tân Thành,Công ty liên kết,472.258.042,1.177.847.422,,472258042.0,1177847422.0
- Công ty TNHH MTV Đầu tư và Quản lý Dự án Bình Dương,- Công ty TNHH MTV Đầu tư và Quản lý Dự án Bình Dương,- Công ty TNHH MTV Đầu tư và Quản lý Dự án Bình Dương,Đại diện vốn của cổ đông Nhà nước,2.873.221.277,2.789.535.221,,2873221277.0,2789535221.0
"Nhận cổ tức, lợi nhuận được chia","Nhận cổ tức, lợi nhuận được chia","Nhận cổ tức, lợi nhuận được chia","Nhận cổ tức, lợi nhuận được chia",43.078.545.000,74.494.254.000,,43078545000.0,74494254000.0
- Công ty TNHH FrieslandCampina VN,- Công ty TNHH FrieslandCampina VN,- Công ty TNHH FrieslandCampina VN,Công ty liên kết,13.500.000.000,39.000.000.000,,13500000000.0,39000000000.0
- Công ty Cổ phần May mặc Bình Dương,- Công ty Cổ phần May mặc Bình Dương,- Công ty Cổ phần May mặc Bình Dương,Công ty liên kết,29.578.545.000,35.494.254.000,,29578545000.0,35494254000.0
