row_label_raw,row_label_full,CHI PHI PHAI TRA NGAN HẠN,CHI PHI PHAI TRA NGAN HẠN_1,CHI PHI PHAI TRA NGAN HẠN_2,numeric__CHI PHI PHAI TRA NGAN HẠN_1,numeric__CHI PHI PHAI TRA NGAN HẠN_2
,,,31/12/2024,01/01/2024,,
,,,VND,VND,,
- Chi phí lãi vay phải trả,- Chi phí lãi vay phải trả,- Chi phí lãi vay phải trả,-,96.261.398,,96261398.0
"- Chi phí trích trước tạm tính giá vốn hàng hóa, thành phẩm bất động sản đã bán (1)","- Chi phí trích trước tạm tính giá vốn hàng hóa, thành phẩm bất động sản đã bán (1)","- Chi phí trích trước tạm tính giá vốn hàng hóa, thành phẩm bất động sản đã bán (1)",125.432.958.852,125.432.958.852,125432958852.0,125432958852.0
- Chi phí trích trước giá vốn kinh doanh hạ tầng khu công nghiệp (2),- Chi phí trích trước giá vốn kinh doanh hạ tầng khu công nghiệp (2),- Chi phí trích trước giá vốn kinh doanh hạ tầng khu công nghiệp (2),379.584.911.450,388.737.725.041,379584911450.0,388737725041.0
- Thường và lương tháng 13,- Thường và lương tháng 13,- Thường và lương tháng 13,2.360.029.875,2.807.882.711,2360029875.0,2807882711.0
- Chi phí phải trả khác,- Chi phí phải trả khác,- Chi phí phải trả khác,5.999.676.510,9.225.360.200,5999676510.0,9225360200.0
,,,513.377.576.687,526.300.188.202,513377576687.0,526300188202.0
