row_label_raw,row_label_full,Phân phối lợi nhuận,Tại Công ty mẹ (1),Các công ty con phân phối cho > Công ty mẹ,Các công ty con phân phối cho > Cổ đông khôngkiểm soát (2),Cộng(3) = (1) + (2),Trong đó đã tạmphân phối trongnăm 2024,numeric__Tại Công ty mẹ (1),numeric__Các công ty con phân phối cho > Công ty mẹ,numeric__Các công ty con phân phối cho > Cổ đông khôngkiểm soát (2),numeric__Cộng(3) = (1) + (2),numeric__Trong đó đã tạmphân phối trongnăm 2024
,,,VND,VND,VND,VND,VND,,,,,
Trích quỹ đầu tư phát triển,Trích quỹ đầu tư phát triển,Trích quỹ đầu tư phát triển,2.653.521.599,1.446.255.162,-,2.653.521.599,-,2653521599.0,1446255162.0,,2653521599.0,
Trích quỹ khen thưởng phúc lợi,Trích quỹ khen thưởng phúc lợi,Trích quỹ khen thưởng phúc lợi,2.653.521.599,809.748.734,751.624.132,3.405.145.731,-,2653521599.0,809748734.0,751624132.0,3405145731.0,
"Trích thù lao HĐQT, BKS, Thư ký","Trích thù lao HĐQT, BKS, Thư ký","Trích thù lao HĐQT, BKS, Thư ký",1.296.000.000,-,-,1.296.000.000,-,1296000000.0,,,1296000000.0,
Trích quỹ thưởng ban điều hành,Trích quỹ thưởng ban điều hành,Trích quỹ thưởng ban điều hành,162.000.000,-,-,162.000.000,54.000.000,162000000.0,,,162000000.0,54000000.0
Chi trả cổ tức,Chi trả cổ tức,Chi trả cổ tức,90.000.000.000,-,-,90.000.000.000,-,90000000000.0,,,90000000000.0,
