row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,31/12/2024 > VND,01/01/2024 > VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__31/12/2024 > VND,numeric__01/01/2024 > VND
100,100,100,A. TÀI SẢN NGĂN HẠN,,1.957.636.966.110,2.053.125.919.589,,,1957636966110.0,2053125919589.0
110,110,110,I. Tiền và các khoản tương đương tiền,03,354.991.394.148,547.387.693.841,,3.0,354991394148.0,547387693841.0
111,111,111,1. Tiền,,134.991.394.148,153.887.693.841,,,134991394148.0,153887693841.0
112,112,112,2. Các khoản tương đương tiền,,220.000.000.000,393.500.000.000,,,220000000000.0,393500000000.0
120,120,120,II. Đầu tư tài chính ngắn hạn,04,622.368.825.260,320.384.000.000,,4.0,622368825260.0,320384000000.0
123,123,123,1. Đầu tư nằm giữ đến ngày đáo hạn,,622.368.825.260,320.384.000.000,,,622368825260.0,320384000000.0
130,130,130,III. Các khoản phải thu ngắn hạn,,442.155.349.891,638.476.840.600,,,442155349891.0,638476840600.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,05,37.821.872.248,158.846.540.692,,5.0,37821872248.0,158846540692.0
132,132,132,2. Trà trước cho người bán ngắn hạn,06,12.792.967.683,44.272.660.423,,6.0,12792967683.0,44272660423.0
135,135,135,3. Phải thu về cho vay ngắn hạn,07,107.347.102.061,149.682.975.611,,7.0,107347102061.0,149682975611.0
136,136,136,4. Phải thu ngắn hạn khác,08,352.266.064.814,346.945.705.413,,8.0,352266064814.0,346945705413.0
137,137,137,5. Dự phòng phải thu ngắn hạn khó đòi,,(68.072.656.915),(61.271.041.539),,,-68072656915.0,-61271041539.0
140,140,140,IV. Hàng tồn kho,10,497.624.435.969,506.845.840.411,,10.0,497624435969.0,506845840411.0
141,141,141,1. Hàng tồn kho,,536.158.286.568,546.224.683.111,,,536158286568.0,546224683111.0
149,149,149,2. Dự phòng giảm giá hàng tồn kho,,(38.533.850.599),(39.378.842.700),,,-38533850599.0,-39378842700.0
150,150,150,V. Tài sản ngắn hạn khác,,40.496.960.842,40.031.544.737,,,40496960842.0,40031544737.0
151,151,151,1. Chi phí trả trước ngắn hạn,15,5.756.822.415,4.380.386.132,,15.0,5756822415.0,4380386132.0
152,152,152,2. Thuế GTGT được khấu trừ,,16.041.801.337,14.165.927.110,,,16041801337.0,14165927110.0
153,153,153,3. Thuế và các khoản khác phải thu Nhà nước,20,18.698.337.090,21.485.231.495,,20.0,18698337090.0,21485231495.0
200,200,200,B. TÀI SẢN DÀI HẠN,,3.614.126.367.543,3.779.262.447.404,,,3614126367543.0,3779262447404.0
210,210,210,I. Các khoản phải thu dài hạn,,900.813.078.315,971.489.728.412,,,900813078315.0,971489728412.0
211,211,211,1. Phải thu dài hạn của khách hàng,05,60.000.000.000,60.000.000.000,,5.0,60000000000.0,60000000000.0
215,215,215,2. Phải thu về cho vay dài hạn,07,9.896.049.652,9.896.049.652,,7.0,9896049652.0,9896049652.0
216,216,216,3. Phải thu dài hạn khác,08,972.280.328.857,972.275.328.857,,8.0,972280328857.0,972275328857.0
219,219,219,4. Dự phòng phải thu dài hạn khó đòi,,(141.363.300.194),(70.681.650.097),,,-141363300194.0,-70681650097.0
220,220,220,II. Tài sản cố định,,1.469.269.879.750,1.547.378.597.810,,,1469269879750.0,1547378597810.0
221,221,221,1. Tài sản cố định hữu hình,12,936.112.357.788,987.821.934.487,,12.0,936112357788.0,987821934487.0
222,222,222,- Nguyên giá,,1.914.012.940.341,1.884.887.777.878,,,1914012940341.0,1884887777878.0
223,223,223,- Giá trị hao mòn luỹ kế,,(977.900.582.553),(897.065.843.391),,,-977900582553.0,-897065843391.0
227,227,227,2. Tài sản cố định vô hình,13,533.157.521.962,559.556.663.323,,13.0,533157521962.0,559556663323.0
228,228,228,- Nguyên giá,,719.045.899.277,719.116.751.536,,,719045899277.0,719116751536.0
229,229,229,- Giá trị hao mòn luỹ kế,,(185.888.377.315),(159.560.088.213),,,-185888377315.0,-159560088213.0
230,230,230,III. Bất động sản đầu tư,14,186.745.719.828,189.902.743.404,,14.0,186745719828.0,189902743404.0
231,231,231,- Nguyên giá,,201.186.380.934,201.186.380.934,,,201186380934.0,201186380934.0
232,232,232,- Giá trị hao mòn luỹ kế,,(14.440.661.106),(11.283.637.530),,,-14440661106.0,-11283637530.0
240,240,240,IV. Tài sản dở dang dài hạn,,130.981.075.686,133.539.108.352,,,130981075686.0,133539108352.0
242,242,242,1. Chi phí xây dựng cơ bản dở dang,11,130.981.075.686,133.539.108.352,,11.0,130981075686.0,133539108352.0
250,250,250,V. Đầu tư tài chính dài hạn,04,832.730.493.010,820.003.242.053,,4.0,832730493010.0,820003242053.0
252,252,252,"1. Đầu tư vào công ty liên doanh, liên kết",,830.828.760.210,818.101.509.253,,,830828760210.0,818101509253.0
253,253,253,2. Đầu tư góp vốn vào đơn vị khác,,1.901.732.800,1.901.732.800,,,1901732800.0,1901732800.0
260,260,260,VI. Tài sản dài hạn khác,,93.586.120.954,116.949.027.373,,,93586120954.0,116949027373.0
261,261,261,1. Chi phí trả trước dài hạn,15,93.586.120.954,116.949.027.373,,15.0,93586120954.0,116949027373.0
270,270,270,TỔNG CỘNG TÀI SẢN,,5.571.763.333.653,5.832.388.366.993,,,5571763333653.0,5832388366993.0
