row_label_raw,row_label_full,col_0,Từ 1 nămtrở xuống,Trên 1 nămđến 5 năm,Trên 5 năm,Cộng,numeric__Từ 1 nămtrở xuống,numeric__Trên 1 nămđến 5 năm,numeric__Trên 5 năm,numeric__Cộng
,,,VND,VND,VND,VND,,,,
Tại ngày 31/12/2024,Tại ngày 31/12/2024,Tại ngày 31/12/2024,Tại ngày 31/12/2024,Tại ngày 31/12/2024,Tại ngày 31/12/2024,Tại ngày 31/12/2024,,,,
"Phải trả người bán, phải trả khác","Tại ngày 31/12/2024 > Phải trả người bán, phải trả khác","Phải trả người bán, phải trả khác",662.752.583.433,78.871.135.679,-,741.623.719.112,662752583433.0,78871135679.0,,741623719112.0
Chi phí phải trả,Tại ngày 31/12/2024 > Chi phí phải trả,Chi phí phải trả,513.377.576.687,-,-,513.377.576.687,513377576687.0,,,513377576687.0
,,,1.176.130.160.120,78.871.135.679,-,1.255.001.295.799,1176130160120.0,78871135679.0,,1255001295799.0
Tại ngày 01/01/2024,Tại ngày 01/01/2024,Tại ngày 01/01/2024,Tại ngày 01/01/2024,Tại ngày 01/01/2024,Tại ngày 01/01/2024,Tại ngày 01/01/2024,,,,
Vay và nợ,Tại ngày 01/01/2024 > Vay và nợ,Vay và nợ,202.654.532.834,-,-,202.654.532.834,202654532834.0,,,202654532834.0
"Phải trả người bán, phải trả khác","Tại ngày 01/01/2024 > Phải trả người bán, phải trả khác","Phải trả người bán, phải trả khác",652.243.205.850,76.765.338.991,-,729.008.544.841,652243205850.0,76765338991.0,,729008544841.0
Chi phí phải trả,Tại ngày 01/01/2024 > Chi phí phải trả,Chi phí phải trả,526.300.188.202,-,-,526.300.188.202,526300188202.0,,,526300188202.0
,,,1.381.197.926.886,76.765.338.991,-,1.457.963.265.877,1381197926886.0,76765338991.0,,1457963265877.0
