row_label_raw,row_label_full,col_0,31/12/2020 > Giá trị,31/12/2020 > Số có khả năng trả nợ,01/01/2020 > Giá trị,01/01/2020 > Số có khả năng trả nợ,numeric__31/12/2020 > Giá trị,numeric__31/12/2020 > Số có khả năng trả nợ,numeric__01/01/2020 > Giá trị,numeric__01/01/2020 > Số có khả năng trả nợ
+ Công Ty TNHH CARGILL VIỆT NAM,+ Công Ty TNHH CARGILL VIỆT NAM,+ Công Ty TNHH CARGILL VIỆT NAM,42.639.951.150,42.639.951.150,,,42639951150.0,42639951150.0,,
+ Công ty Cổ Phần Xây Lắp Điện Miền Nam,+ Công ty Cổ Phần Xây Lắp Điện Miền Nam,+ Công ty Cổ Phần Xây Lắp Điện Miền Nam,16.419.924.269,16.419.924.269,,,16419924269.0,16419924269.0,,
+ Công ty TNHH MTV Thái Thị Thu Hạnh,+ Công ty TNHH MTV Thái Thị Thu Hạnh,+ Công ty TNHH MTV Thái Thị Thu Hạnh,13.525.832.500,13.525.832.500,,,13525832500.0,13525832500.0,,
+ Công ty TNHH SX & TM Vận Tài Việt Nam,+ Công ty TNHH SX & TM Vận Tài Việt Nam,+ Công ty TNHH SX & TM Vận Tài Việt Nam,13.499.776.000,13.499.776.000,,,13499776000.0,13499776000.0,,
+ Công ty CP Xuất Khẩu Thủy Hải Sản Sạch,+ Công ty CP Xuất Khẩu Thủy Hải Sản Sạch,+ Công ty CP Xuất Khẩu Thủy Hải Sản Sạch,72.371.791.153,72.371.791.153,105.277.242.815,105.277.242.815,72371791153.0,72371791153.0,105277242815.0,105277242815.0
+ Công ty TNHH MTV Mỹ Kiều,+ Công ty TNHH MTV Mỹ Kiều,+ Công ty TNHH MTV Mỹ Kiều,,,19.450.062.720,19.450.062.720,,,19450062720.0,19450062720.0
+ Công ty TNHH Minh Thắng Sa Đéc,+ Công ty TNHH Minh Thắng Sa Đéc,+ Công ty TNHH Minh Thắng Sa Đéc,18.976.482.282,18.976.482.282,33.352.800.000,33.352.800.000,18976482282.0,18976482282.0,33352800000.0,33352800000.0
+ Châu Vĩnh Viễn (Quyền sử dụng đất Cà Mau),+ Châu Vĩnh Viễn (Quyền sử dụng đất Cà Mau),+ Châu Vĩnh Viễn (Quyền sử dụng đất Cà Mau),137.646.071.800,137.646.071.800,,,137646071800.0,137646071800.0,,
+ Nguyễn Tấn Đãm (Quyền sử dụng đất Cà Mau),+ Nguyễn Tấn Đãm (Quyền sử dụng đất Cà Mau),+ Nguyễn Tấn Đãm (Quyền sử dụng đất Cà Mau),134.970.770.000,134.970.770.000,,,134970770000.0,134970770000.0,,
+ Nguyễn Thành Tân (Quyền sử dụng đất Cà Mau),+ Nguyễn Thành Tân (Quyền sử dụng đất Cà Mau),+ Nguyễn Thành Tân (Quyền sử dụng đất Cà Mau),22.496.590.000,22.496.590.000,,,22496590000.0,22496590000.0,,
+ Công Ty PowerChiNa Zhongnan Engineering,+ Công Ty PowerChiNa Zhongnan Engineering,+ Công Ty PowerChiNa Zhongnan Engineering,121.878.750,121.878.750,464.905.485.418,464.905.485.418,121878750.0,121878750.0,464905485418.0,464905485418.0
+ Cty Sinohydro,+ Cty Sinohydro,+ Cty Sinohydro,5.222.942.920,5.222.942.920,12.258.373.444,12.258.373.444,5222942920.0,5222942920.0,12258373444.0,12258373444.0
+ Lâm Đệ (Quyền sử dụng đất Q8. TP.HCM),+ Lâm Đệ (Quyền sử dụng đất Q8. TP.HCM),+ Lâm Đệ (Quyền sử dụng đất Q8. TP.HCM),,,65.000.000.000,65.000.000.000,,,65000000000.0,65000000000.0
"+ HANWHA QCELLS(Qidong) Co., LTD","+ HANWHA QCELLS(Qidong) Co., LTD","+ HANWHA QCELLS(Qidong) Co., LTD",16.871.828.616,16.871.828.616,,,16871828616.0,16871828616.0,,
+ JA Solar International Limited,+ JA Solar International Limited,+ JA Solar International Limited,10.614.434.798,10.614.434.798,,,10614434798.0,10614434798.0,,
+ Đối tượng khác,+ Đối tượng khác,+ Đối tượng khác,252.038.550.342,252.038.550.342,426.261.715.536,426.261.715.536,252038550342.0,252038550342.0,426261715536.0,426261715536.0
