row_label_raw,row_label_full,"TĂNG, GIĂM TÀI SĂN CÓ ĐỊNH HỮU HÌNH","TĂNG, GIĂM TÀI SĂN CÓ ĐỊNH HỮU HÌNH_1","TĂNG, GIĂM TÀI SĂN CÓ ĐỊNH HỮU HÌNH_2","TĂNG, GIĂM TÀI SĂN CÓ ĐỊNH HỮU HÌNH_3","TĂNG, GIĂM TÀI SĂN CÓ ĐỊNH HỮU HÌNH_4","TĂNG, GIĂM TÀI SĂN CÓ ĐỊNH HỮU HÌNH_5","TĂNG, GIĂM TÀI SĂN CÓ ĐỊNH HỮU HÌNH_6","numeric__TĂNG, GIĂM TÀI SĂN CÓ ĐỊNH HỮU HÌNH_1","numeric__TĂNG, GIĂM TÀI SĂN CÓ ĐỊNH HỮU HÌNH_2","numeric__TĂNG, GIĂM TÀI SĂN CÓ ĐỊNH HỮU HÌNH_3","numeric__TĂNG, GIĂM TÀI SĂN CÓ ĐỊNH HỮU HÌNH_4","numeric__TĂNG, GIĂM TÀI SĂN CÓ ĐỊNH HỮU HÌNH_5","numeric__TĂNG, GIĂM TÀI SĂN CÓ ĐỊNH HỮU HÌNH_6"
Chỉ tiêu,Chỉ tiêu,Chỉ tiêu,"Nhà cửa, vật kiến trúc","Máy móc, thiết bị","Phương tiện vận tải,truyền dẫn",Thiết bị quản lý,TSCĐ khác,Cộng,,,,,,
I. Nguyên giá,I. Nguyên giá,I. Nguyên giá,I. Nguyên giá,I. Nguyên giá,I. Nguyên giá,I. Nguyên giá,I. Nguyên giá,I. Nguyên giá,,,,,,
1. Số dư đầu năm,I. Nguyên giá > 1. Số dư đầu năm,1. Số dư đầu năm,1.131.954.015.198,3.374.116.708.485,70.172.361.469,31.715.907.405,61.232.743.979,4.669.191.736.536,1131954015198.0,3374116708485.0,70172361469.0,31715907405.0,61232743979.0,4669191736536.0
2. Số tăng trong kỳ,I. Nguyên giá > 2. Số tăng trong kỳ,2. Số tăng trong kỳ,481.712.758.809,1.021.085.820.672,481.894.090,2.277.948.140,93.516.364,1.505.651.938.075,481712758809.0,1021085820672.0,481894090.0,2277948140.0,93516364.0,1505651938075.0
- Mua trong kỳ,I. Nguyên giá > - Mua trong kỳ,- Mua trong kỳ,80.215.655.134,1.006.673.682.766,481.894.090,2.277.948.140,,1.089.649.180.130,80215655134.0,1006673682766.0,481894090.0,2277948140.0,,1089649180130.0
- Đầu tư XDCB hoàn thành,I. Nguyên giá > - Đầu tư XDCB hoàn thành,- Đầu tư XDCB hoàn thành,399.950.466.236,2.624.473.631,,,93.516.364,402.668.456.231,399950466236.0,2624473631.0,,,93516364.0,402668456231.0
- Tăng khác,I. Nguyên giá > - Tăng khác,- Tăng khác,1.546.637.439,11.787.664.275,,,,13.334.301.714,1546637439.0,11787664275.0,,,,13334301714.0
3. Số giảm trong kỳ,I. Nguyên giá > 3. Số giảm trong kỳ,3. Số giảm trong kỳ,33.337.802,34.291.799.986,9.191.706.883,,923.738.574,44.440.583.245,33337802.0,34291799986.0,9191706883.0,,923738574.0,44440583245.0
- Chuyển sang BDS đầu tư,- Chuyển sang BDS đầu tư,- Chuyển sang BDS đầu tư,,,,,,,,,,,,
"- Thanh lý, nhượng bán","- Chuyển sang BDS đầu tư > - Thanh lý, nhượng bán","- Thanh lý, nhượng bán",33.337.802,29.266.999.986,9.191.706.883,,923.738.574,39.415.783.245,33337802.0,29266999986.0,9191706883.0,,923738574.0,39415783245.0
- Giảm khác,- Chuyển sang BDS đầu tư > - Giảm khác,- Giảm khác,,5.024.800.000,,,,5.024.800.000,,5024800000.0,,,,5024800000.0
4. Số dư cuối kỳ,- Chuyển sang BDS đầu tư > 4. Số dư cuối kỳ,4. Số dư cuối kỳ,1.613.633.436.205,4.360.910.729.171,61.462.548.676,33.993.855.545,60.402.521.769,6.130.403.091.366,1613633436205.0,4360910729171.0,61462548676.0,33993855545.0,60402521769.0,6130403091366.0
II. Giá trị hao mòn luỹ kế,II. Giá trị hao mòn luỹ kế,II. Giá trị hao mòn luỹ kế,II. Giá trị hao mòn luỹ kế,II. Giá trị hao mòn luỹ kế,II. Giá trị hao mòn luỹ kế,II. Giá trị hao mòn luỹ kế,II. Giá trị hao mòn luỹ kế,II. Giá trị hao mòn luỹ kế,,,,,,
1. Số dư đầu năm,II. Giá trị hao mòn luỹ kế > 1. Số dư đầu năm,1. Số dư đầu năm,128.239.125.734,321.948.315.993,35.190.473.112,6.218.540.183,11.628.430.034,503.224.885.056,128239125734.0,321948315993.0,35190473112.0,6218540183.0,11628430034.0,503224885056.0
2. Khấu hao trong kỳ,II. Giá trị hao mòn luỹ kế > 2. Khấu hao trong kỳ,2. Khấu hao trong kỳ,50.664.159.040,184.707.431.639,9.400.697.115,3.080.217.453,1.676.184.976,249.528.690.223,50664159040.0,184707431639.0,9400697115.0,3080217453.0,1676184976.0,249528690223.0
- Khấu hao trong kỳ,II. Giá trị hao mòn luỹ kế > - Khấu hao trong kỳ,- Khấu hao trong kỳ,50.664.159.040,184.707.431.639,8.941.208.824,3.080.217.453,1.676.184.976,249.069.201.932,50664159040.0,184707431639.0,8941208824.0,3080217453.0,1676184976.0,249069201932.0
- Tăng khác,II. Giá trị hao mòn luỹ kế > - Tăng khác,- Tăng khác,,,459.488.291,,,459.488.291,,,459488291.0,,,459488291.0
3. Giảm trong kỳ,II. Giá trị hao mòn luỹ kế > 3. Giảm trong kỳ,3. Giảm trong kỳ,30.362.954,2.700.300.541,2.815.408.595,,216.035.636,5.762.107.726,30362954.0,2700300541.0,2815408595.0,,216035636.0,5762107726.0
- Chuyển sang BDS đầu tư,- Chuyển sang BDS đầu tư,- Chuyển sang BDS đầu tư,,,,,,,,,,,,
"- Thanh lý, nhượng bán","- Chuyển sang BDS đầu tư > - Thanh lý, nhượng bán","- Thanh lý, nhượng bán",30.362.954,2.281.567.211,2.815.408.595,,216.035.636,5.343.374.396,30362954.0,2281567211.0,2815408595.0,,216035636.0,5343374396.0
- Giảm khác,- Chuyển sang BDS đầu tư > - Giảm khác,- Giảm khác,,418.733.330,,,,418.733.330,,418733330.0,,,,418733330.0
4. Số dư cuối kỳ,- Chuyển sang BDS đầu tư > 4. Số dư cuối kỳ,4. Số dư cuối kỳ,178.872.921.820,503.955.447.091,41.775.761.632,9.298.757.636,13.088.579.374,746.991.467.553,178872921820.0,503955447091.0,41775761632.0,9298757636.0,13088579374.0,746991467553.0
III. Giá trị còn lại,III. Giá trị còn lại,III. Giá trị còn lại,III. Giá trị còn lại,III. Giá trị còn lại,III. Giá trị còn lại,III. Giá trị còn lại,III. Giá trị còn lại,III. Giá trị còn lại,,,,,,
1. Tại ngày đầu năm,III. Giá trị còn lại > 1. Tại ngày đầu năm,1. Tại ngày đầu năm,1.003.714.889.464,3.052.168.392.492,34.981.888.357,25.497.367.222,49.604.313.945,4.165.966.851.480,1003714889464.0,3052168392492.0,34981888357.0,25497367222.0,49604313945.0,4165966851480.0
2. Tại ngày cuối kỳ,III. Giá trị còn lại > 2. Tại ngày cuối kỳ,2. Tại ngày cuối kỳ,1.434.760.514.385,3.856.955.282.080,19.686.787.044,24.695.097.909,47.313.942.395,5.383.411.623.813,1434760514385.0,3856955282080.0,19686787044.0,24695097909.0,47313942395.0,5383411623813.0
