row_label_raw,row_label_full,20.5. Các quỹ của Công ty,31/12/2020,01/01/2020,numeric__31/12/2020,numeric__01/01/2020
Quỹ đầu tư phát triển,Quỹ đầu tư phát triển,Quỹ đầu tư phát triển,104.092.515.046,90.509.849.350,104092515046.0,90509849350.0
Quỹ hỗ trợ sắp xếp doanh nghiệp,Quỹ hỗ trợ sắp xếp doanh nghiệp,Quỹ hỗ trợ sắp xếp doanh nghiệp,3.824.545.613,2.560.610.658,3824545613.0,2560610658.0
Quỹ khác thuộc vốn chủ sở hữu,Quỹ khác thuộc vốn chủ sở hữu,Quỹ khác thuộc vốn chủ sở hữu,8.276.716.593,7.012.781.638,8276716593.0,7012781638.0
