row_label_raw,row_label_full,1.592.929.337,4.400.487.945,numeric__4.400.487.945
Năm 2020,Năm 2020,Năm 2020,Năm 2019,
475.463.677.442,Năm 2020 > 475.463.677.442,475.463.677.442,636.924.897.856,636924897856.0
258.867.849,Năm 2020 > 258.867.849,258.867.849,253.857.242,253857242.0
1.837,Năm 2020 > 1.837,1.837,2.509,2509.0
