row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,31/12/2020,01/01/2020,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__31/12/2020,numeric__01/01/2020
400,400,400,D . VỐN CHỦ SỞ HỮU,V.20,6.872.108.506.321,6.301.872.413.772,,,6872108506321.0,6301872413772.0
410,410,410,I. Vốn chủ sở hữu,,6.865.372.851.821,6.301.872.413.772,,,6865372851821.0,6301872413772.0
411,411,411,1. Vốn đầu tư của chủ sở hữu,,2.588.678.490.000,2.588.678.490.000,,,2588678490000.0,2588678490000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,2.588.678.490.000,2.588.678.490.000,,,2588678490000.0,2588678490000.0
411b,411b,411b,- Cổ phiếu ưu đãi,,,,,,,
412,411b > 412,412,2. Thặng dư vốn cổ phần,,45.104.200.000,45.104.200.000,,,45104200000.0,45104200000.0
413,413,413,3. Quyền chọn chuyển đổi trái phiếu,,,,,,,
414,413 > 414,414,4. Vốn khác của chủ sở hữu,,272.989.640.875,267.073.275.300,,,272989640875.0,267073275300.0
415,415,415,5. Cổ phiếu quỹ (*),,,,,,,
416,416,416,6. Chênh lệch đánh giá lại tài sản,,,,,,,
417,417,417,7. Chênh lệch tỷ giá hối đoái,,,,,,,
418,417 > 418,418,8. Quỹ đầu tư phát triển,,104.092.515.046,90.509.849.350,,,104092515046.0,90509849350.0
419,417 > 419,419,9. Quỹ hỗ trợ sắp xếp doanh nghiệp,,3.824.545.613,2.560.610.658,,,3824545613.0,2560610658.0
420,417 > 420,420,10. Quỹ khác thuộc vốn chủ sở hữu,,8.276.716.593,7.012.781.638,,,8276716593.0,7012781638.0
421,417 > 421,421,11. Lợi nhuận sau thuế chưa phân phối,,1.467.675.428.369,1.024.776.286.192,,,1467675428369.0,1024776286192.0
421a,417 > 421a,421a,- LNST chưa phân phối lũy kế đến cuối kỳ trước,,992.211.750.927,439.624.958.136,,,992211750927.0,439624958136.0
421b,417 > 421b,421b,- LNST chưa phân phối kỳ này,,475.463.677.442,585.151.328.056,,,475463677442.0,585151328056.0
422,422,422,12. Nguồn vốn đầu tư XDCB,,,,,,,
429,422 > 429,429,13. Lợi ích cổ đông không kiểm soát,,2.374.731.315.325,2.276.156.920.634,,,2374731315325.0,2276156920634.0
430,422 > 430,430,II. Nguồn kinh phí và quỹ khác,,6.735.654.500,,,,6735654500.0,
431,422 > 431,431,1. Nguồn kinh phí,,6.735.654.500,,,,6735654500.0,
432,432,432,2. Nguồn kinh phí đã hình thành TSCĐ,,,,,,,
440,432 > 440,440,TỔNG CỘNG NGUỒN VỐN,,17.604.595.008.403,15.596.311.695.193,,,17604595008403.0,15596311695193.0
