row_label_raw,row_label_full,a) Vay ngắn hạn,31/12/2020 > Giá trị,31/12/2020 > Số có khả năng trả nợ,Trong năm > Tăng,Trong năm > Giảm,01/01/2020 > Giá trị,01/01/2020 > Số có khả năng trả nợ,numeric__31/12/2020 > Giá trị,numeric__31/12/2020 > Số có khả năng trả nợ,numeric__Trong năm > Tăng,numeric__Trong năm > Giảm,numeric__01/01/2020 > Giá trị,numeric__01/01/2020 > Số có khả năng trả nợ
Vay ngắn hạn - VND,Vay ngắn hạn - VND,Vay ngắn hạn - VND,3.928.714.088.957,3.928.714.088.957,9.639.931.778.225,8.833.792.244.440,3.122.574.555.172,3.122.574.555.172,3928714088957.0,3928714088957.0,9639931778225.0,8833792244440.0,3122574555172.0,3122574555172.0
Vay ngắn hạn - USD,Vay ngắn hạn - USD,Vay ngắn hạn - USD,1.016.286.573.488,1.016.286.573.488,2.967.958.413.887,3.227.958.120.123,1.276.286.279.724,1.276.286.279.724,1016286573488.0,1016286573488.0,2967958413887.0,3227958120123.0,1276286279724.0,1276286279724.0
Cộng,Cộng,Cộng,4.945.000.662.445,4.945.000.662.445,12.607.890.192.112,12.061.750.364.563,4.398.860.834.896,4.398.860.834.896,4945000662445.0,4945000662445.0,12607890192112.0,12061750364563.0,4398860834896.0,4398860834896.0
