row_label_raw,row_label_full,Mã số,Chỉ tiêu,Thuyết minh,Năm 2020,Năm 2019,numeric__Chỉ tiêu,numeric__Thuyết minh,numeric__Năm 2020,numeric__Năm 2019
,,,III. Lưu chuyển tiền từ hoạt động tài chính,,,,,,,
31,31,31,"- Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu",,,50.000.000,,,,50000000.0
32,32,32,"- Tiền chi trả vốn góp cho các chủ sở hữu, mua lại cổ phiếu của doanh nghiệp đã phát hành",,,,,,,
33,32 > 33,33,- Tiền thu từ đi vay,,14.245.393.512.471,15.666.268.163.421,,,14245393512471.0,15666268163421.0
34,32 > 34,34,- Tiền trả nợ gốc vay,,(12.866.613.417.157),(12.964.881.649.235),,,-12866613417157.0,-12964881649235.0
35,32 > 35,35,- Tiền trả nợ gốc thuê tài chính,,(60.568.823.232),(51.715.132.990),,,-60568823232.0,-51715132990.0
36,32 > 36,36,"- Cổ tức, lợi nhuận đã trả cho chủ sở hữu",,,(297.112.701.995),,,,-297112701995.0
40,32 > 40,40,Lưu chuyển tiền thuần từ hoạt động tài chính,,1.318.211.272.082,2.352.608.679.201,,,1318211272082.0,2352608679201.0
50,32 > 50,50,Lưu chuyển tiền thuần trong kỳ,,(40.249.618.899),321.169.473.809,,,-40249618899.0,321169473809.0
60,32 > 60,60,Tiền và tương đương tiền đầu kỳ,,822.987.169.585,502.270.779.111,,,822987169585.0,502270779111.0
61,32 > 61,61,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,,479.789.184,(453.083.336),,,479789184.0,-453083336.0
70,32 > 70,70,Tiền và tương đương tiền cuối kỳ,,783.217.339.870,822.987.169.585,,,783217339870.0,822987169585.0
